y,z,phi,vy,vz,phi_dot
0,0.97939,1.3801E-09,0,-4.2114E-11,-2.1937E-08
-6.7343E-08,0.9794,0.00026959,-1.3469E-05,0.00049184,0.12571
-1.9056E-06,0.97942,0.0060731,-0.00035419,0.0057579,1.2962
-1.6454E-05,0.97954,0.03148,-0.0025554,0.020984,3.9911
-7.9554E-05,0.97988,0.087362,-0.010065,0.047041,7.0977
-0.00026518,0.98051,0.16839,-0.02706,0.080543,8.7132
-0.00067882,0.9815,0.25215,-0.055669,0.11654,7.5407
-0.0014274,0.98284,0.31048,-0.094052,0.15134,3.8041
-0.0025831,0.98451,0.32516,-0.13708,0.18393,-0.83835
-0.004163,0.98651,0.2976,-0.17889,0.21556,-4.3528
-0.0061333,0.98883,0.2453,-0.21518,0.2478,-5.7763
-0.008429,0.99147,0.18643,-0.24395,0.28085,-5.9144
-0.010972,0.99445,0.12743,-0.26475,0.31409,-5.8605
-0.013686,0.99775,0.070612,-0.27786,0.34796,-5.3873
-0.016495,1.0014,0.022559,-0.28406,0.38296,-4.0675
-0.019341,1.0054,-0.0079292,-0.28503,0.4187,-1.9215
-0.022183,1.0098,-0.014689,-0.28353,0.45391,0.57241
-0.025015,1.0145,0.0024305,-0.28271,0.48697,2.7445
-0.027854,1.0195,0.037292,-0.28522,0.51658,4.0566
-0.030743,1.0248,0.080049,-0.29245,0.5422,4.3291
-0.033727,1.0303,0.12114,-0.30455,0.5642,3.7914
-0.036855,1.0361,0.15484,-0.32088,0.58368,2.9428
-0.040162,1.042,0.18065,-0.3406,0.60196,2.2794
-0.043681,1.0481,0.20181,-0.3631,0.62002,2.0162
-0.047437,1.0544,0.2218,-0.3881,0.63819,1.9975
-0.051451,1.0609,0.24075,-0.41483,0.65487,1.5146
-0.055726,1.0675,0.2393,-0.44001,0.6599,-2.6591
-0.060221,1.074,0.1736,-0.45907,0.6506,-10.779
-0.064856,1.0805,0.030402,-0.468,0.64095,-16.86
-0.069506,1.0869,-0.13294,-0.46198,0.64575,-13.937
-0.074026,1.0934,-0.21161,-0.44201,0.66352,-0.25849
-0.078355,1.1001,-0.11989,-0.42384,0.6731,18.756
-0.082584,1.1068,0.15119,-0.42195,0.64768,34.202
-0.086838,1.1129,0.5336,-0.42877,0.57767,40.801
-0.091141,1.1183,0.94717,-0.43181,0.48241,41.509
-0.095459,1.1226,1.3623,-0.43181,0.38431,41.509
-0.099777,1.1259,1.7773,-0.43181,0.28621,41.509
-0.1041,1.1283,2.1924,-0.43181,0.18811,41.509
-0.10841,1.1297,2.6075,-0.43181,0.090012,41.509
-0.11273,1.1301,3.0226,-0.43181,-0.0080878,41.509
-0.11705,1.1295,3.4377,-0.43181,-0.10619,41.509
-0.12137,1.128,3.8528,-0.43181,-0.20429,41.509
-0.12569,1.1255,4.2679,-0.43181,-0.30239,41.509
-0.13,1.1219,4.6829,-0.43181,-0.40049,41.509
-0.13432,1.1174,5.098,-0.43181,-0.49859,41.509
-0.13863,1.112,5.5127,-0.43016,-0.59578,41.326
-0.14291,1.1056,5.9184,-0.42461,-0.68326,39.269
-0.14713,1.0984,6.2838,-0.42073,-0.74682,32.979
-0.1514,1.0907,6.5609,-0.43285,-0.77732,21.64
-0.15592,1.0829,6.7041,-0.47067,-0.77477,6.5887
-0.1609,1.0753,6.69,-0.52514,-0.74754,-9.2367
-0.16638,1.068,6.5283,-0.5711,-0.70891,-22.385
-0.17217,1.0611,6.2608,-0.58688,-0.67272,-30.043
-0.17793,1.0545,5.9504,-0.56598,-0.64958,-30.893
-0.18333,1.0481,5.664,-0.51299,-0.64446,-25.478
-0.18807,1.0416,5.4545,-0.43603,-0.65621,-15.983
-0.19197,1.0349,5.3476,-0.34338,-0.67889,-5.4925
-0.1949,1.028,5.3381,-0.24355,-0.70468,3.0821
-0.19685,1.0208,5.3972,-0.14508,-0.7273,8.0932
-0.19785,1.0135,5.4888,-0.055069,-0.74469,9.7983
-0.19801,1.006,5.588,0.022098,-0.75915,9.9662
-0.19747,0.99829,5.6878,0.085973,-0.77295,9.9737
-0.19634,0.99051,5.7873,0.13955,-0.78323,9.906
-0.19472,0.98266,5.8852,0.18581,-0.78472,9.6404
-0.19266,0.97485,5.9791,0.22549,-0.77381,9.0743
-0.19025,0.96722,6.0656,0.25774,-0.75011,8.1667
-0.18755,0.95989,6.1414,0.28152,-0.71626,6.9477
-0.18466,0.95292,6.2038,0.29671,-0.6768,5.5078
-0.18165,0.94635,6.2512,0.30443,-0.63662,3.9749
-0.1786,0.94017,6.2834,0.30661,-0.5996,2.4872
-0.17554,0.93434,6.3015,0.30542,-0.56765,1.1672
-0.1725,0.92881,6.3076,0.30274,-0.54037,0.10147
-0.16948,0.92353,6.3045,0.29992,-0.51545,-0.67082
-0.16649,0.9185,6.2952,0.29786,-0.48962,-1.1594
-0.16352,0.91375,6.2821,0.29718,-0.45992,-1.4148
-0.16054,0.90932,6.2674,0.29832,-0.42495,-1.5114
-0.15754,0.90526,6.2522,0.30155,-0.38553,-1.5262
-0.1545,0.90162,6.2369,0.30694,-0.34414,-1.5164
-0.15139,0.89838,6.2219,0.31442,-0.30289,-1.4786
-0.1482,0.89555,6.2082,0.32369,-0.26467,-1.2032
-0.14491,0.89307,6.1993,0.33415,-0.2315,-0.5016
-0.14152,0.89091,6.1992,0.34496,-0.20145,0.51201
-0.13802,0.88905,6.2094,0.3552,-0.17021,1.4841
-0.13442,0.88752,6.2275,0.36385,-0.13456,2.0433
-0.13075,0.88637,6.2482,0.37006,-0.095072,2.0087
-0.12703,0.88561,6.266,0.37363,-0.056459,1.4805
-0.12329,0.88521,6.2773,0.37515,-0.025483,0.77575
-0.11954,0.88506,6.2821,0.37558,-0.0070478,0.23885
-0.11578,0.88503,6.2831,0.37564,-0.00060506,0.022209
-0.11202,0.88503,6.2832,0.37564,1.4385E-11,-6.2905E-10
