y,z,phi,vy,vz,phi_dot
0,0.94106,1.6028E-15,0,8.321E-16,5.5284E-15
2.1387E-08,0.94108,-8.0567E-05,4.2774E-06,0.0041198,-0.023355
2.5013E-07,0.94117,-0.00058084,4.1471E-05,0.015857,-0.080912
1.3544E-06,0.94142,-0.0017558,0.00017938,0.034298,-0.15566
4.8299E-06,0.94188,-0.0037021,0.00051572,0.058556,-0.23291
1.321E-05,0.9426,-0.0063809,0.0011603,0.087772,-0.30031
3.009E-05,0.94365,-0.0096417,0.0022158,0.12111,-0.34782
5.9969E-05,0.94504,-0.013245,0.0037599,0.15778,-0.36774
0.00010792,0.94681,-0.016886,0.0058297,0.19698,-0.35471
0.00017912,0.94898,-0.020219,0.0084105,0.23797,-0.30566
0.00027832,0.95157,-0.022877,0.01143,0.28003,-0.21989
0.00040927,0.95459,-0.024499,0.014758,0.32245,-0.099007
0.00057411,0.95802,-0.024753,0.018211,0.36457,0.05306
0.00077297,0.96187,-0.023355,0.021561,0.40574,0.23004
0.0010035,0.96613,-0.020097,0.024553,0.44534,0.42335
0.0012609,0.97077,-0.01487,0.026926,0.48279,0.62206
0.0015377,0.97578,-0.0076821,0.028428,0.51752,0.81292
0.0018241,0.98111,0.001311,0.028849,0.54899,0.98037
0.0021085,0.98674,0.011788,0.028036,0.5767,1.1065
0.0023783,0.99263,0.023236,0.02592,0.60016,1.1711
0.0026206,0.99873,0.034929,0.022536,0.61892,1.1515
0.0028234,1.005,0.045903,0.018034,0.63255,1.0229
0.0029739,1.0114,0.055897,0.01206,0.65149,1.0433
0.0030545,1.0181,0.067919,0.004068,0.68236,1.4089
0.0030435,1.0251,0.084856,-0.0062675,0.7195,2.009
0.0029148,1.0325,0.10855,-0.019473,0.75793,2.744
0.0026371,1.0402,0.13989,-0.03607,0.79334,3.5254
0.002175,1.0483,0.17895,-0.056349,0.82208,4.2762
0.0014923,1.0566,0.22509,-0.080193,0.84117,4.9303
0.00055641,1.0651,0.27705,-0.10699,0.8483,5.4329
-0.00065664,1.0735,0.3331,-0.13562,0.84182,5.7405
-0.0021576,1.0819,0.3911,-0.16458,0.82076,5.8206
-0.0039411,1.0899,0.44868,-0.19211,0.78482,5.6519
-0.0059841,1.0975,0.50328,-0.21649,0.73435,5.2245
