,y,z,phi,vy,vz,phi_dot
0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.9999998496787139,1.0000260172654607,0.001746171487329101,-6.01285077930379e-05,0.005203432093189594,0.3492342974658191
2,0.9999969449695921,1.0005185631859508,0.00262142241810028,-0.0005479756116621142,0.09330568557910983,-0.17418411131158362
3,0.9999914645499128,1.0009615000794723,-0.0008890179528438858,-0.000548063854147889,-0.0047183068284696855,-0.5279039628772475
4,0.9999887273693371,1.0013549062638425,-0.00795484496094796,0.00021992390302684307,0.08339861316791905,-0.8852614387435631
5,1.0000013611648115,1.002630281254086,-0.018553630835816126,0.002636057385189706,0.17167207853383093,-1.234495736230064
6,1.0000491169843062,1.0047882015217384,-0.0326447596855493,0.007352703784110115,0.2599008468728388,-1.583730033716563
7,1.000158198371155,1.0078279740710172,-0.04989927697301588,0.014999127854873543,0.3480316230474554,-1.8671734237767432
8,1.0003601949657357,1.0117482804098077,-0.06682483972335088,0.025925079337316796,0.43599888435380374,-1.5179391262902435
9,1.0006861100837154,1.016547326941623,-0.08025805949882087,0.03967411203981293,0.5237796880670635,-1.1687048288037432
10,1.0011609151518392,1.0222232946377283,-0.09019894531973373,0.0555945885359438,0.6113875096553234,-0.8194723353788295
11,1.0018030728632012,1.0287746223650558,-0.09664749718615609,0.07303640095611319,0.6988593132762779,-0.47023803790563784
12,1.0026245512694503,1.0362002005021138,-0.09960370607777996,0.0913506715636071,0.7862473013046823,-0.12100374041913856
13,1.0036308344034919,1.044499494025108,-0.09906757199454541,0.10988938263291989,0.8736130579040282,0.22823055706605003
14,1.004820927805555,1.0536726011687456,-0.09503909493645447,0.12800474423878014,0.9610205192138331,0.5774648545521379
15,1.0061873575185392,1.063720243004916,-0.08751827490350059,0.14504854075772122,1.048529184844255,0.9266991520386371
16,1.0077161628263682,1.0746436849832703,-0.076505111895924,0.16037155278478585,1.1361872969958644,1.2759334494766763
17,1.0093868841460514,1.0864445908077738,-0.06199960591376918,0.17332318554742335,1.2240251273490497,1.6251677469542798
18,1.011172548578669,1.0991248078727267,-0.04400175695679485,0.18325139260057174,1.312048001870256,1.9744020444405757
19,1.0130396568704965,1.1126860840087014,-0.022511565024956753,0.1895030536933726,1.400229539391148,2.323636341927031
20,1.0149481767804054,1.127129716057708,0.0024709698817459856,0.1914248982864211,1.4885047822445225,2.6728706394135022
21,1.0168515489599483,1.1424561299216844,0.030945847763311635,0.18836510437836368,1.576763366184038,3.0221049368996096
22,1.0186967126852269,1.1586643926205806,0.06291306861973883,0.17967568953666135,1.6648427612542818,3.3713392343858115
23,1.020424159941628,1.1757516573559623,0.09837263245102956,0.16471580933819588,1.7525216443447997,3.7205735318723105
24,1.02196802749321,1.193712543307261,0.1373245392571853,0.14285607373560263,1.839513489371228,4.069807829358807
25,1.0232562376380212,1.2125384528652854,0.17976878903820592,0.1134839842204498,1.9254604850361905,4.419042126845308
26,1.024210699351217,1.2322168301160903,0.2257053817937013,0.07601058856023406,2.009927892285375,4.76827642425374
27,1.0247475822627534,1.252730366428981,0.27513431752351253,0.029878403343924595,2.092399137491059,5.117510721708482
28,1.0247776767111347,1.274056160025924,0.32805559622797914,-0.025429284755459015,2.17227155076992,5.466745019184809
29,1.0243603126237186,1.295739914999928,0.3844692179072587,-0.05888968112743179,2.164164725138353,5.815979316671067
30,1.0237488680962041,1.316943782062922,0.44437518256106245,-0.06350403951296744,2.076562601236065,6.16521361408964
31,1.0230978552644943,1.3372507280370944,0.5077734901893892,-0.06676540745445786,1.984792122634773,6.5144479115757115
32,1.0224302005969064,1.3566081502761176,0.5746641407924455,-0.06676552830601615,1.8866923238221844,6.8636822090354945
33,1.0217625440967806,1.3749845753016152,0.6450471343698166,-0.06676577587820323,1.7885926783725021,7.212916506438672
34,1.0210948861653408,1.3923800023035504,0.7189224709215423,-0.06676581094178936,1.6904927215826444,7.562150803906406
35,1.0204272266102965,1.4087944310886162,0.7962901504470082,-0.06676610406528159,1.592393031649944,7.911385101186717
36,1.0197595651937357,1.4242278617538002,0.8771501729459781,-0.06676618017280625,1.4942931003608277,8.260619398607227
37,1.0190919030348402,1.438680293037954,0.9615025384191015,-0.06676625238081992,1.3961931554545945,8.6098536960174
38,1.018424239977545,1.4521517249422555,1.0493472468660259,-0.066766360079205,1.2980932238286327,8.959087993367454
39,1.0177565755365385,1.4646421576301007,1.140684298285862,-0.0667665294513277,1.199993311161625,9.308322290599715
40,1.0170889101789635,1.4761515907682898,1.2355136926791805,-0.06676654214451333,1.1018933162754814,9.657556588063972
41,1.0164212440671376,1.486680024146725,1.3338354300458937,-0.06676668089010458,1.003793357137494,10.006790885278509
42,1.0157535772388229,1.4962274577221024,1.435649510386069,-0.06676668478535214,0.9056933578718733,10.356025182756499
43,1.015085910371455,1.5047938913027856,1.5409559337010148,-0.06676668869385892,0.8075933581961788,10.705259480232655
44,1.0144182433507907,1.5123793248839272,1.6497546999903796,-0.06676671542713025,0.7094933575472907,11.054493777640253
45,1.0137505753280234,1.5189837583581154,1.76204580925126,-0.06676688868603481,0.6113933340472256,11.40372807453577
46,1.0130829063646725,1.5246071916807138,1.8778292614837455,-0.06676690390946391,0.5132933301786866,11.752962371961301
47,1.0124152372717288,1.5292496249630578,1.9971050566905386,-0.06676691459771857,0.4151933260775592,12.102196669397276
48,1.0117475679617902,1.5329110581411773,2.119873194870907,-0.06676694703786164,0.3170933088824914,12.451430966676433
49,1.0110798982557057,1.535591491071887,2.2461336760232746,-0.06676699349269288,0.21899327628166884,12.800665263797002
