y,z,phi,vy,vz,phi_dot
0,1.3517,1.7308E-15,0,-4.4466E-15,-1.0049E-14
-4.4754E-09,1.3517,1.7223E-05,-8.9508E-07,0.0029614,0.0051228
-5.4591E-08,1.3517,0.00013428,-9.1281E-06,0.011516,0.019795
-3.0859E-07,1.3519,0.00044157,-4.1672E-05,0.025183,0.043001
-1.1536E-06,1.3523,0.0010195,-0.00012733,0.043496,0.073764
-3.3232E-06,1.3528,0.0019389,-0.00030659,0.066004,0.11114
-8.0114E-06,1.3536,0.0032614,-0.00063106,0.092276,0.15424
-1.6979E-05,1.3547,0.00504,-0.0011624,0.12189,0.2022
-3.2647E-05,1.356,0.0073189,-0.0019712,0.15445,0.25419
-5.8179E-05,1.3578,0.010135,-0.0031352,0.18957,0.30943
-9.7544E-05,1.3598,0.013516,-0.0047378,0.22687,0.36717
-0.00015557,1.3623,0.017484,-0.0068664,0.26601,0.42671
-0.00023795,1.3652,0.022054,-0.0096104,0.30665,0.48737
-0.0003513,1.3684,0.027233,-0.01306,0.34846,0.54853
-0.00050311,1.3721,0.033024,-0.017303,0.39114,0.6096
-0.00070176,1.3763,0.039423,-0.022426,0.4344,0.67002
-0.00095643,1.3808,0.046421,-0.028509,0.47797,0.72927
-0.0012771,1.3858,0.054003,-0.03563,0.52158,0.78688
-0.0016746,1.3913,0.062151,-0.043857,0.56501,0.84242
-0.0021601,1.3971,0.070843,-0.053252,0.60802,0.89547
-0.0027457,1.4034,0.080051,-0.063868,0.6504,0.94569
-0.0034438,1.4101,0.089746,-0.075751,0.69196,0.99275
-0.0042672,1.4172,0.099895,-0.088935,0.73252,1.0364
-0.0052291,1.4248,0.11046,-0.10345,0.77192,1.0763
-0.0063429,1.4327,0.12141,-0.1193,0.81002,1.1123
-0.007622,1.441,0.13269,-0.13651,0.84669,1.1443
-0.0090799,1.4496,0.14428,-0.15508,0.8818,1.172
-0.01073,1.4586,0.15612,-0.17498,0.91528,1.1955
-0.012586,1.4679,0.16817,-0.19622,0.94703,1.2146
-0.014661,1.4775,0.1804,-0.21876,0.97699,1.2294
-0.016968,1.4874,0.19275,-0.24258,1.0051,1.2399
-0.019519,1.4976,0.20518,-0.26765,1.0314,1.2461
-0.022327,1.5081,0.21766,-0.29393,1.0557,1.2481
