y,z,phi,vy,vz,phi_dot
0,0.98583,8.061E-15,0,-1.0008E-15,3.1275E-14
-9.7647E-08,0.98587,0.0003366,-1.9529E-05,0.0092079,0.09764
-1.1884E-06,0.98607,0.0024325,-0.00019862,0.034952,0.33954
-6.6225E-06,0.98661,0.0073776,-0.0008882,0.074504,0.65684
-2.4156E-05,0.9876,0.015624,-0.0026184,0.12526,0.99097
-6.7258E-05,0.98915,0.027091,-0.006002,0.18475,1.2936
-0.00015537,0.99132,0.041263,-0.01162,0.2506,1.5266
-0.00031304,0.99417,0.057297,-0.019915,0.32059,1.6622
-0.00056813,0.99774,0.074122,-0.031103,0.39261,1.6828
-0.0009493,1.002,0.090545,-0.04513,0.46468,1.5811
-0.0014832,1.007,0.10535,-0.061649,0.53493,1.3601
-0.0021917,1.0127,0.11739,-0.080051,0.60163,1.033
-0.0030896,1.019,0.12573,-0.099524,0.66316,0.62309
-0.0041829,1.026,0.12969,-0.11915,0.71804,0.16424
-0.0054686,1.0334,0.129,-0.13799,0.76489,-0.29962
-0.0069347,1.0412,0.12386,-0.15524,0.80249,-0.71427
-0.0085624,1.0494,0.11509,-0.17029,0.8297,-1.0152
-0.010328,1.0578,0.10418,-0.18286,0.84553,-1.1278
-0.012218,1.0663,0.093614,-0.19504,0.87217,-0.92506
-0.014235,1.0753,0.086694,-0.20846,0.92381,-0.4181
-0.01639,1.0849,0.085886,-0.2225,0.98886,0.2797
-0.018689,1.0951,0.092593,-0.23734,1.0573,1.0695
-0.021143,1.106,0.1073,-0.25347,1.1209,1.867
-0.023767,1.1175,0.12972,-0.27121,1.1729,2.6025
-0.026575,1.1294,0.15896,-0.29043,1.2083,3.2208
-0.029579,1.1416,0.19361,-0.31041,1.2235,3.6813
-0.032781,1.1538,0.23197,-0.32996,1.2169,3.958
-0.036169,1.1658,0.27212,-0.34767,1.1883,4.0394
-0.039719,1.1775,0.31211,-0.36226,1.1391,3.9285
-0.043395,1.1886,0.35011,-0.37308,1.0726,3.6429
-0.047163,1.1989,0.3845,-0.38045,0.99335,3.215
-0.050996,1.2084,0.41409,-0.38604,0.90787,2.6914
-0.054891,1.2171,0.43821,-0.39298,0.82415,2.1334
-0.058885,1.2249,0.45689,-0.40592,0.75187,1.6169
-0.063069,1.2322,0.47098,-0.43089,0.70232,1.2323
-0.067599,1.2391,0.48232,-0.47516,0.68845,1.0847
-0.072658,1.2461,0.49087,-0.53657,0.70709,0.42971
-0.07837,1.2533,0.48843,-0.60588,0.73973,-0.97769
-0.084784,1.2609,0.47129,-0.67675,0.77839,-2.4009
-0.091884,1.2688,0.44226,-0.74335,0.81619,-3.2741
-0.09961,1.2772,0.40898,-0.80191,0.84739,-3.2019
-0.10788,1.2858,0.38214,-0.85121,0.86738,-1.9598
-0.11659,1.2945,0.37388,-0.89222,0.87266,0.50619
-0.12569,1.3031,0.39598,-0.92704,0.86086,4.0793
-0.13511,1.3116,0.45822,-0.95765,0.83073,8.4721
-0.14483,1.3197,0.56664,-0.98502,0.78215,13.227
-0.15479,1.3272,0.72188,-1.0085,0.71612,17.714
-0.16496,1.334,0.91739,-1.0256,0.63477,21.135
-0.17525,1.3399,1.1378,-1.0322,0.54134,22.519
-0.18557,1.3448,1.363,-1.0322,0.44324,22.519
-0.1959,1.3487,1.5882,-1.0322,0.34514,22.519
-0.20622,1.3517,1.8134,-1.0322,0.24704,22.519
-0.21654,1.3537,2.0386,-1.0322,0.14894,22.519
-0.22686,1.3547,2.2638,-1.0322,0.050843,22.519
-0.23718,1.3547,2.489,-1.0322,-0.047257,22.519
-0.2475,1.3537,2.7141,-1.0322,-0.14536,22.519
-0.25783,1.3518,2.9393,-1.0322,-0.24346,22.519
-0.26815,1.3489,3.1645,-1.0322,-0.34156,22.519
-0.27847,1.3449,3.3897,-1.0322,-0.43966,22.519
-0.28879,1.3401,3.6149,-1.0322,-0.53776,22.519
-0.29911,1.3342,3.8401,-1.0322,-0.63586,22.519
