y,z,phi,vy,vz,phi_dot
-0.30943,1.3273,4.0653,-1.0322,-0.73396,22.519
-0.31976,1.3195,4.2905,-1.0322,-0.83206,22.519
-0.33008,1.3107,4.5157,-1.0322,-0.93016,22.519
-0.3404,1.3009,4.7409,-1.0322,-1.0283,22.519
-0.35072,1.2901,4.9661,-1.0322,-1.1264,22.519
-0.36104,1.2784,5.1913,-1.0322,-1.2245,22.519
-0.37124,1.2657,5.4139,-1.0063,-1.3001,21.771
-0.38101,1.2525,5.6225,-0.94943,-1.3358,19.767
-0.39021,1.2391,5.8062,-0.89016,-1.3388,16.846
-0.39886,1.2258,5.9574,-0.83962,-1.3157,13.315
-0.40707,1.2129,6.0714,-0.80123,-1.2726,9.4481
-0.41494,1.2004,6.146,-0.77405,-1.215,5.4885
-0.42258,1.1886,6.1815,-0.75433,-1.1479,1.6466
-0.43004,1.1775,6.1799,-0.73684,-1.0756,-1.8991
-0.4373,1.1671,6.145,-0.71606,-1.0021,-5.0022
-0.44432,1.1574,6.0818,-0.68707,-0.93071,-7.548
-0.45099,1.1485,5.9962,-0.64612,-0.86409,-9.454
-0.45717,1.1401,5.895,-0.59088,-0.8045,-10.67
-0.46273,1.1323,5.7852,-0.52025,-0.75357,-11.177
-0.4675,1.125,5.6738,-0.4342,-0.7124,-10.989
-0.47134,1.1181,5.5676,-0.33358,-0.68154,-10.151
-0.47411,1.1114,5.4727,-0.22002,-0.66098,-8.7415
-0.47569,1.1048,5.3943,-0.095962,-0.65015,-6.8695
-0.47599,1.0983,5.3363,0.035375,-0.64793,-4.6766
-0.47496,1.0918,5.3012,0.17023,-0.65266,-2.3366
-0.47258,1.0853,5.2894,0.30501,-0.66211,-0.055126
-0.46887,1.0786,5.2991,0.43724,-0.6735,1.9302
-0.46385,1.0718,5.3261,0.5664,-0.68352,3.3496
-0.45755,1.0649,5.3633,0.69425,-0.68826,3.9015
-0.44998,1.058,5.4012,0.82059,-0.68611,3.5958
-0.44116,1.0512,5.4337,0.94319,-0.67973,2.8395
-0.43113,1.0445,5.4573,1.0616,-0.67106,1.8697
-0.41994,1.0378,5.471,1.1765,-0.66163,0.87919
-0.40762,1.0312,5.4753,1.289,-0.65264,0.01673
-0.39417,1.0247,5.4721,1.4,-0.64486,-0.61305
-0.37962,1.0183,5.464,1.5106,-0.63874,-0.94961
-0.36396,1.012,5.4542,1.6215,-0.63432,-0.97652
-0.34718,1.0056,5.4455,1.7329,-0.63127,-0.72147
-0.32929,0.99933,5.4404,1.8451,-0.62892,-0.25623
-0.31028,0.99306,5.4407,1.9583,-0.62618,0.30329
-0.29012,0.98681,5.4463,2.073,-0.62161,0.7971
-0.26881,0.98064,5.4557,2.1899,-0.6134,1.0211
-0.24632,0.97455,5.4679,2.3071,-0.60271,1.5968
-0.22267,0.96859,5.4903,2.4226,-0.58983,2.9869
-0.19788,0.96278,5.529,2.536,-0.57187,4.7692
-0.17197,0.95718,5.5859,2.6454,-0.54676,6.5924
-0.14501,0.95187,5.66,2.7476,-0.51322,8.1764
-0.11707,0.94694,5.7479,2.8395,-0.47077,9.3121
-0.088282,0.94248,5.8443,2.9185,-0.4197,9.8612
-0.058775,0.93857,5.9429,2.9827,-0.36112,9.7568
-0.028703,0.93528,6.0372,3.0317,-0.29693,9.0026
0.0017839,0.93264,6.121,3.0658,-0.22981,7.6736
0.032548,0.93068,6.1893,3.087,-0.16325,5.9158
0.063474,0.92936,6.2386,3.0982,-0.10152,3.946
0.094479,0.92862,6.2684,3.1027,-0.04969,2.0523
0.12551,0.92832,6.2811,3.1039,-0.013632,0.59362
0.15655,0.92827,6.2832,3.104,1.5099E-14,7.3119E-13
