Thrust,Torque
0.14225,-4.5837E-19
0.15046,-6.2142E-05
0.15794,-0.00011082
0.16472,-0.00014688
0.17084,-0.00017116
0.17632,-0.00018449
0.1812,-0.00018773
0.1855,-0.0001817
0.18926,-0.00016725
0.19252,-0.00014522
0.19531,-0.00011645
0.19766,-8.178E-05
0.1996,-4.2048E-05
0.20117,1.9046E-06
0.20238,4.9238E-05
0.20327,9.9112E-05
0.20385,0.00015069
0.20415,0.00020312
0.20418,0.00025557
0.20396,0.00030721
0.20351,0.00035718
0.20285,0.00040466
0.202,0.00044879
0.20099,0.00048875
0.19984,0.00052368
0.1986,0.00055276
0.19732,0.00057513
0.19606,0.00058996
0.19486,0.00059642
0.19382,0.00059365
0.193,0.00058082
0.19249,0.00055709
0.19238,0.00052162
0.19277,0.00047356
0.19375,0.00041209
0.19542,0.00033635
0.19788,0.00024552
0.20121,0.00013874
0.20551,1.5181E-05
0.18944,-0.001876
0.16263,-0.0028186
0.12872,-0.0030029
0.09241,-0.0026188
0.058963,-0.0018565
0.033361,-0.00090602
0.019943,4.2599E-05
0.022529,0.00079926
0.044781,0.0011739
0.090479,0.00097643
0.16354,1.6793E-05
0.10327,-0.00053602
0.058817,0.00087934
0.027914,0.0035707
0.008186,0.006846
-0.00278,0.010013
-0.0073437,0.01238
-0.0077301,0.013254
-0.0057667,0.011943
-0.0025507,0.0077562
5.8372E-12,1.4969E-17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.0076057,-0.010055
0.0011177,-0.015439
0.020628,-0.017005
0.049327,-0.015605
0.083224,-0.012094
0.11714,-0.0073222
0.14772,-0.0021434
0.17331,0.0025901
0.19161,0.0060254
0.19865,0.00731
0.18997,0.0055913
0.16235,1.6443E-05
0.15564,-0.0016419
0.15842,-0.0023914
0.16816,-0.0024243
0.18238,-0.0019332
0.19869,-0.0011104
0.21474,-0.00014829
0.22819,0.00076065
0.23654,0.001424
0.23722,0.0016495
0.22773,0.0012446
0.20568,1.6899E-05
0.20297,-1.9225E-05
0.20119,-4.8776E-05
0.20019,-7.2234E-05
0.19984,-9.0078E-05
0.20002,-0.00010279
0.20059,-0.00011084
0.20142,-0.00011472
0.20237,-0.0001149
0.20331,-0.00011187
0.20412,-0.00010609
0.20466,-9.8062E-05
0.20479,-8.8251E-05
0.20439,-7.714E-05
0.20332,-6.5209E-05
0.20146,-5.2937E-05
0.19867,-4.0803E-05
0.19482,-2.9286E-05
0.18979,-1.8867E-05
0.18344,-1.0024E-05
0.17564,-3.2359E-06
0.16626,1.0168E-06
0.15517,2.2552E-06
0.14224,6.7077E-17
