y,z,phi,vy,vz,phi_dot
0,0.99916,-2.0607E-15,0,2.4788E-15,1.82E-14
1.712E-08,0.99917,-6.5995E-05,3.4239E-06,0.0028741,-0.019447
2.0469E-07,0.99923,-0.00050021,3.409E-05,0.011158,-0.072289
1.1353E-06,0.99941,-0.0015968,0.00015203,0.024361,-0.15066
4.1618E-06,0.99974,-0.0035738,0.00045327,0.04201,-0.24719
1.1747E-05,1.0003,-0.0065782,0.0010638,0.063656,-0.35502
2.7724E-05,1.001,-0.010691,0.0021317,0.088867,-0.46781
5.7476E-05,1.002,-0.015931,0.0038187,0.11724,-0.57972
0.00010802,1.0034,-0.022264,0.0062906,0.14837,-0.68541
0.00018802,1.005,-0.029603,0.0097085,0.18191,-0.78005
0.00030766,1.007,-0.037814,0.01422,0.21749,-0.85932
0.0004785,1.0094,-0.046725,0.019949,0.2548,-0.9194
0.00071322,1.0121,-0.056127,0.026994,0.29353,-0.957
0.0010253,1.0153,-0.065781,0.035415,0.33339,-0.9693
0.0014285,1.0188,-0.075421,0.045233,0.37411,-0.95402
0.0019368,1.0227,-0.084763,0.056425,0.41546,-0.90936
0.0025635,1.0271,-0.093506,0.068922,0.4572,-0.83406
0.0033212,1.0319,-0.10134,0.082607,0.49914,-0.72733
0.0042208,1.0371,-0.10795,0.097314,0.54108,-0.58891
0.0052715,1.0427,-0.11301,0.11283,0.58287,-0.41905
0.0064802,1.0487,-0.11623,0.1289,0.62437,-0.21848
0.0078508,1.0552,-0.11728,0.14522,0.66545,0.011525
0.0093842,1.062,-0.1159,0.16146,0.70601,0.26922
0.011078,1.0693,-0.11182,0.17725,0.74598,0.55232
0.012925,1.077,-0.10478,0.19219,0.78529,0.85807
0.014915,1.085,-0.094589,0.20587,0.8239,1.1832
0.017034,1.0934,-0.081065,0.21785,0.8618,1.5238
0.019262,1.1022,-0.064075,0.22769,0.89898,1.8758
0.021575,1.1114,-0.043529,0.23494,0.93548,2.2342
0.023945,1.121,-0.019388,0.23916,0.97132,2.5937
0.02634,1.1308,0.00833,0.2399,1.0066,2.9486
0.028724,1.1411,0.039547,0.23672,1.0413,3.2925
0.031053,1.1517,0.07412,0.22918,1.0757,3.6186
0.033283,1.1626,0.11183,0.21685,1.1098,3.9195
0.035364,1.1739,0.1524,0.19929,1.1438,4.1874
0.037241,1.1855,0.19545,0.17606,1.1778,4.414
0.038855,1.1974,0.24051,0.14672,1.2121,4.5903
0.040142,1.2097,0.28705,0.11083,1.2468,4.7071
0.041036,1.2224,0.33442,0.067922,1.2821,4.7544
0.041478,1.2353,0.37985,0.020442,1.3123,4.1405
0.041448,1.2486,0.41443,-0.02636,1.3266,2.6811
0.040979,1.2618,0.43238,-0.06754,1.3203,0.89126
0.040144,1.2749,0.4325,-0.099495,1.2913,-0.82873
0.039041,1.2876,0.417,-0.12109,1.2405,-2.1933
0.037767,1.2996,0.3904,-0.1337,1.1711,-3.0315
0.036396,1.3109,0.35833,-0.14049,1.0893,-3.2871
0.034967,1.3214,0.32642,-0.14539,1.0041,-3.0187
0.033477,1.331,0.29914,-0.15243,0.92688,-2.3993
0.031887,1.34,0.27865,-0.16556,0.87212,-1.717
0.030115,1.3486,0.26368,-0.18884,0.85681,-1.3742
0.02811,1.3572,0.24884,-0.21231,0.84674,-1.6473
0.025919,1.3654,0.23176,-0.22574,0.8021,-1.6252
0.023628,1.3731,0.22063,-0.23251,0.73245,-0.32933
0.021289,1.38,0.23134,-0.23526,0.64594,2.8017
0.018935,1.386,0.2833,-0.23564,0.54923,7.9112
0.016585,1.391,0.39529,-0.2344,0.44756,14.725
0.014253,1.395,0.58123,-0.23196,0.3447,22.552
0.011948,1.3979,0.84605,-0.229,0.24298,30.282
0.0096695,1.3998,1.1815,-0.2267,0.14327,36.388
0.0074066,1.4008,1.562,-0.22589,0.045009,38.925
