y,z,phi,vy,vz,phi_dot
0,0.83716,-3.8093E-14,0,3.3785E-15,-9.8721E-15
1.0078E-07,0.83717,-0.00039264,2.0156E-05,0.0022482,-0.11478
1.1844E-06,0.83722,-0.0029042,0.00019657,0.0092581,-0.41233
6.4778E-06,0.83737,-0.0090287,0.00086211,0.021349,-0.82689
2.3446E-05,0.83767,-0.019632,0.0025316,0.038737,-1.2986
6.5387E-05,0.83816,-0.035011,0.0058565,0.061532,-1.7735
0.00015251,0.83892,-0.054952,0.011569,0.08974,-2.2036
0.00031244,0.83998,-0.078793,0.020416,0.12326,-2.5468
0.00057993,0.8414,-0.10548,0.033083,0.1619,-2.7667
0.00099594,0.84323,-0.13362,0.050117,0.20535,-2.8332
0.0016057,0.84552,-0.16155,0.071841,0.25319,-2.7218
0.0024563,0.84831,-0.1874,0.098268,0.3049,-2.414
0.0035928,0.85163,-0.20913,0.12903,0.35988,-1.8972
0.0050545,0.85551,-0.22462,0.16331,0.4174,-1.1647
0.0068702,0.85998,-0.2317,0.19983,0.47662,-0.21575
0.0090534,0.86505,-0.22823,0.23682,0.53661,0.94447
0.011598,0.87071,-0.21214,0.27213,0.59634,2.305
0.014475,0.87697,-0.18152,0.30332,0.65466,3.8488
0.017631,0.8838,-0.13463,0.32787,0.71032,5.5531
0.020987,0.89116,-0.070017,0.34333,0.76199,7.3891
0.024442,0.89902,0.013474,0.34754,0.80819,9.3221
0.027873,0.9073,0.11661,0.33879,0.84737,11.312
0.031147,0.91594,0.23974,0.31587,0.87788,13.311
0.034117,0.92483,0.38269,0.27815,0.89792,15.268
0.036635,0.93386,0.54476,0.22555,0.90565,17.124
0.038555,0.94289,0.72462,0.15851,0.89907,18.815
0.039738,0.95178,0.92029,0.077953,0.87611,20.272
0.040054,0.96035,1.129,-0.014749,0.83458,21.417
0.039391,0.96841,1.3473,-0.11781,0.77219,22.169
0.037943,0.97572,1.5708,-0.17168,0.68654,22.44
0.036227,0.98209,1.7952,-0.17168,0.58844,22.44
0.03451,0.98749,2.0196,-0.17168,0.49034,22.44
0.032793,0.9919,2.244,-0.17168,0.39224,22.44
0.031076,0.99533,2.4684,-0.17168,0.29414,22.44
0.029359,0.99778,2.6928,-0.17168,0.19604,22.44
0.027643,0.99925,2.9172,-0.17168,0.097938,22.44
0.025926,0.99974,3.1416,-0.17168,-0.00016173,22.44
0.024209,0.99925,3.366,-0.17168,-0.098262,22.44
0.022492,0.99778,3.5904,-0.17168,-0.19636,22.44
0.020775,0.99532,3.8148,-0.17168,-0.29446,22.44
0.019059,0.99189,4.0392,-0.17168,-0.39256,22.44
0.017342,0.98747,4.2636,-0.17168,-0.49066,22.44
0.015625,0.98207,4.488,-0.17168,-0.58876,22.44
0.013908,0.9757,4.7124,-0.17168,-0.68686,22.44
0.012456,0.96838,4.9359,-0.11876,-0.77273,22.169
0.011775,0.96032,5.1542,-0.017473,-0.83574,21.417
0.012056,0.95173,5.3629,0.073736,-0.87818,20.272
0.01319,0.94282,5.5586,0.15308,-0.90226,18.815
0.015052,0.93374,5.7384,0.2192,-0.91009,17.124
0.017503,0.92466,5.9005,0.27113,-0.90369,15.268
0.020401,0.91571,6.0435,0.30842,-0.88498,13.311
0.023599,0.907,6.1666,0.33111,-0.85576,11.312
0.026953,0.89862,6.2697,0.33978,-0.81777,9.322
0.03033,0.89067,6.3532,0.33559,-0.77261,7.389
0.033609,0.88319,6.4178,0.32022,-0.72183,5.5531
0.036689,0.87624,6.4647,0.29578,-0.66684,3.8488
0.039491,0.86986,6.4953,0.26467,-0.60898,2.3049
0.041962,0.86407,6.5114,0.22941,-0.54947,0.94445
0.044071,0.85887,6.5149,0.19242,-0.48946,-0.21578
0.045812,0.85428,6.5078,0.15584,-0.42999,-1.1647
0.047199,0.85027,6.4923,0.12145,-0.37198,-1.8972
0.048259,0.84683,6.4706,0.090548,-0.31629,-2.414
0.049031,0.84393,6.4447,0.063963,-0.26367,-2.7218
0.049561,0.84154,6.4168,0.04208,-0.21475,-2.8332
0.049896,0.83962,6.3887,0.024901,-0.17009,-2.7668
0.050081,0.83813,6.362,0.012113,-0.13014,-2.5468
0.050158,0.837,6.3381,0.003176,-0.095258,-2.2036
0.050161,0.8362,6.3182,-0.0025971,-0.065702,-1.7735
0.050118,0.83567,6.3028,-0.0059571,-0.041632,-1.2986
0.05005,0.83535,6.2922,-0.0076433,-0.02311,-0.8269
0.04997,0.83519,6.2861,-0.0083147,-0.010102,-0.41233
0.049886,0.83513,6.2836,-0.0084923,-0.002475,-0.11478
0.049801,0.83512,6.2832,-0.0085125,-1.8874E-15,-2.558E-13
