Thrust,Torque
0.14225,-1.3034E-18
0.14887,-0.00036063
0.15603,-0.00060739
0.16358,-0.00075007
0.1714,-0.00079846
0.17934,-0.00076234
0.18732,-0.00065152
0.19523,-0.00047577
0.20297,-0.00024489
0.21041,3.1323E-05
0.21739,0.00034309
0.22368,0.00068061
0.22898,0.0010341
0.23294,0.0013938
0.2352,0.0017498
0.23541,0.0020925
0.23335,0.002412
0.22896,0.0026985
0.22241,0.0029422
0.21409,0.0031333
0.20456,0.0032621
0.1945,0.0033188
0.18461,0.0032935
0.17554,0.0031765
0.16787,0.002958
0.16206,0.0026281
0.15857,0.0021772
0.1578,0.0015954
0.16021,0.00087294
1.0541E-09,-3.4889E-18
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.15738,-0.00087295
0.15518,-0.0015954
0.15611,-0.0021772
0.15974,-0.0026281
0.16566,-0.002958
0.17345,-0.0031765
0.18265,-0.0032935
0.19269,-0.0033188
0.20293,-0.0032621
0.21268,-0.0031333
0.22127,-0.0029422
0.22812,-0.0026985
0.23284,-0.002412
0.23525,-0.0020925
0.2354,-0.0017498
0.2335,-0.0013938
0.22987,-0.0010341
0.22488,-0.00068061
0.21886,-0.00034309
0.2121,-3.132E-05
0.20482,0.0002449
0.19718,0.00047577
0.1893,0.00065152
0.18126,0.00076234
0.17316,0.00079846
0.16509,0.00075007
0.15716,0.00060739
0.1495,0.00036063
0.14224,-5.4707E-17
