Thrust,Torque
0.14224,-5.0404E-17
0.1535,-0.00044715
0.16452,-0.00073229
0.17518,-0.00087121
0.18537,-0.00087968
0.19498,-0.00077349
0.20394,-0.0005684
0.21217,-0.00028021
0.21956,7.5308E-05
0.22593,0.00048238
0.23104,0.00092522
0.23458,0.0013881
0.23617,0.0018551
0.23545,0.0023106
0.23219,0.0027387
0.22635,0.0031238
0.21815,0.0034499
0.2081,0.0037013
0.19693,0.0038623
0.18548,0.003917
0.17458,0.0038497
0.16499,0.0036446
0.15734,0.003286
0.15216,0.002758
0.14992,0.0020448
0.15111,0.0011308
6.7473E-12,2.0132E-17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.15521,-0.0010795
0.15339,-0.0019587
0.15509,-0.0026516
0.15978,-0.0031725
0.16698,-0.0035353
0.17617,-0.0037541
0.18671,-0.0038429
0.19787,-0.0038159
0.20881,-0.0036871
0.21868,-0.0034706
0.22671,-0.0031804
0.23235,-0.0028306
0.23534,-0.0024353
0.23569,-0.0020086
0.23368,-0.0015645
0.22971,-0.001117
0.22421,-0.00068034
0.21761,-0.00026847
0.21021,0.0001045
0.20227,0.00042452
0.19394,0.0006775
0.18534,0.00084939
0.17657,0.00092612
0.16775,0.00089361
0.15898,0.0007378
0.15043,0.00044462
0.14225,6.8873E-18
