y,z,phi,vy,vz,phi_dot
0,1.2034,-3.7393E-14,0,1.7764E-14,5.2395E-13
1.3036E-07,1.2034,-0.00049256,2.6071E-05,0.0038899,-0.14346
1.5431E-06,1.2035,-0.0036019,0.00025648,0.015469,-0.50706
8.4692E-06,1.2038,-0.011057,0.0011287,0.03453,-0.99783
3.0671E-05,1.2042,-0.023703,0.0033116,0.060769,-1.5323
8.5342E-05,1.205,-0.0416,0.0076227,0.093789,-2.0364
0.00019808,1.2061,-0.064115,0.014925,0.1331,-2.4459
0.00040274,1.2077,-0.090018,0.026008,0.1781,-2.7057
0.00074011,1.2097,-0.11758,0.041466,0.22812,-2.7705
0.0012553,1.2123,-0.14466,0.061578,0.28237,-2.6044
0.0019942,1.2154,-0.16881,0.086193,0.33998,-2.1811
0.0029984,1.2191,-0.18737,0.11465,0.39998,-1.4838
0.0043001,1.2234,-0.19755,0.1457,0.46131,-0.50508
0.0059162,1.2283,-0.19654,0.17753,0.52279,0.75277
0.0078431,1.2338,-0.1816,0.20785,0.58318,2.278
0.010052,1.2399,-0.15015,0.23398,0.64112,4.0494
0.012488,1.2466,-0.09989,0.25316,0.69517,6.0361
0.015067,1.2538,-0.028846,0.26273,0.74379,8.1979
0.017683,1.2615,0.064487,0.26043,0.78532,10.485
0.020208,1.2695,0.18107,0.24453,0.81805,12.838
0.022501,1.2778,0.32124,0.21401,0.84015,15.188
0.024413,1.2863,0.48456,0.1685,0.84968,17.456
0.025797,1.2948,0.6698,0.10831,0.84463,19.555
0.026511,1.3031,0.87478,0.034367,0.82289,21.388
0.026423,1.3111,1.0963,-0.051883,0.78224,22.847
0.025421,1.3187,1.3301,-0.14847,0.72038,23.815
0.023684,1.3255,1.5706,-0.19908,0.63491,24.168
0.021693,1.3313,1.8122,-0.19908,0.53681,24.168
0.019702,1.3362,2.0539,-0.19908,0.43871,24.168
0.017711,1.3401,2.2956,-0.19908,0.34061,24.168
0.01572,1.343,2.5373,-0.19908,0.24251,24.168
0.01373,1.345,2.779,-0.19908,0.14441,24.168
0.011739,1.3459,3.0206,-0.19908,0.046311,24.168
0.0097482,1.3459,3.2623,-0.19908,-0.051789,24.168
0.0077574,1.3449,3.504,-0.19908,-0.14989,24.168
0.0057666,1.3429,3.7457,-0.19908,-0.24799,24.168
0.0037759,1.3399,3.9874,-0.19908,-0.34609,24.168
0.0017851,1.336,4.229,-0.19908,-0.44419,24.168
-0.00020569,1.331,4.4707,-0.19908,-0.54229,24.168
-0.0021965,1.3251,4.7124,-0.19908,-0.64039,24.168
-0.0039273,1.3183,4.9529,-0.1471,-0.72551,23.832
-0.0049032,1.3107,5.1871,-0.048075,-0.78647,22.905
-0.0049437,1.3026,5.4095,0.039974,-0.82586,21.505
-0.0041685,1.2942,5.6159,0.11507,-0.84615,19.74
-0.0027144,1.2857,5.8034,0.17575,-0.84971,17.708
-0.00073028,1.2773,5.9695,0.22107,-0.83877,15.502
0.0016286,1.269,6.1131,0.25071,-0.81546,13.204
0.0042071,1.261,6.2335,0.26499,-0.78181,10.887
0.0068568,1.2534,6.331,0.26494,-0.73969,8.6189
0.0094426,1.2462,6.4063,0.25223,-0.69089,6.4552
0.01185,1.2396,6.4606,0.22918,-0.63708,4.4452
0.013988,1.2335,6.4958,0.19847,-0.57979,2.6289
0.015795,1.228,6.514,0.163,-0.52047,1.0381
0.017238,1.2231,6.5174,0.12557,-0.46042,-0.30395
0.018309,1.2188,6.5088,0.088685,-0.40084,-1.3825
0.019024,1.2151,6.4907,0.054345,-0.34281,-2.1914
0.019416,1.2119,6.4658,0.023985,-0.2873,-2.7328
0.019528,1.2093,6.4369,-0.0015439,-0.23515,-3.0175
0.019411,1.2072,6.4063,-0.02193,-0.18711,-3.0646
0.019115,1.2056,6.3763,-0.037313,-0.14379,-2.902
0.018687,1.2043,6.3488,-0.048182,-0.10568,-2.5658
0.01817,1.2034,6.3254,-0.055264,-0.073174,-2.1007
0.017597,1.2028,6.3071,-0.059414,-0.04654,-1.5598
0.016992,1.2025,6.2942,-0.061506,-0.025927,-1.0049
0.016373,1.2023,6.2868,-0.062342,-0.011373,-0.50614
0.015748,1.2022,6.2837,-0.062564,-0.0027959,-0.14212
0.015123,1.2022,6.2832,-0.062589,3.2196E-15,-1.4211E-13
