y,z,phi,vy,vz,phi_dot
0,0.95377,-2.8682E-14,0,7.94E-16,6.9831E-14
-2.4481E-07,0.9538,0.00086368,-4.8962E-05,0.0079819,0.24874
-2.8842E-06,0.95398,0.0061085,-0.00047892,0.029252,0.839
-1.5579E-05,0.95442,0.018103,-0.00206,0.060086,1.5684
-5.5019E-05,0.9552,0.037402,-0.005828,0.097142,2.2768
-0.00014815,0.95637,0.063171,-0.012797,0.13746,2.8462
-0.00033068,0.95795,0.093605,-0.023709,0.17848,3.2007
-0.00064359,0.95994,0.12635,-0.038873,0.218,3.3065
-0.0011285,0.9623,0.15893,-0.058118,0.25422,3.1723
-0.0018234,0.965,0.18916,-0.080853,0.28571,2.8484
-0.0027587,0.96799,0.21557,-0.10621,0.31145,2.4278
-0.0039561,0.97121,0.23784,-0.13326,0.33078,2.0453
-0.0054285,0.97459,0.25719,-0.16122,0.34343,1.878
-0.0071968,0.97809,0.27479,-0.19245,0.36012,1.5352
-0.0093033,0.98183,0.28636,-0.22884,0.38852,0.72998
-0.01179,0.98589,0.2889,-0.26842,0.42451,-0.22511
-0.014676,0.99033,0.28218,-0.30889,0.46453,-1.0866
-0.017961,0.99518,0.26807,-0.34814,0.50564,-1.6802
-0.021625,1.0004,0.24983,-0.38464,0.54545,-1.9007
-0.025637,1.0061,0.23142,-0.41771,0.58214,-1.7121
-0.029963,1.0121,0.21684,-0.44746,0.6145,-1.1476
-0.034573,1.0184,0.20939,-0.47462,0.64187,-0.30945
-0.039448,1.0249,0.211,-0.50032,0.66418,0.63096
-0.044579,1.0316,0.22156,-0.52579,0.68195,1.433
-0.049968,1.0385,0.23818,-0.55211,0.69625,1.7871
-0.055636,1.0456,0.25066,-0.58145,0.71636,0.27315
-0.061608,1.0529,0.23879,-0.61288,0.74479,-2.7151
-0.067877,1.0605,0.19796,-0.64103,0.77389,-5.2419
-0.074391,1.0683,0.14013,-0.66183,0.79726,-5.9355
-0.081074,1.0764,0.088118,-0.67465,0.80974,-3.9881
-0.087859,1.0845,0.070042,-0.6823,0.80741,0.8442
-0.094717,1.0925,0.11361,-0.6893,0.78761,8.2414
-0.10166,1.1002,0.24053,-0.69935,0.74893,17.319
-0.10872,1.1074,0.46084,-0.71317,0.6912,26.63
-0.11593,1.1139,0.76727,-0.72768,0.61549,34.162
-0.12324,1.1196,1.1296,-0.73447,0.52413,37.339
-0.13058,1.1244,1.503,-0.73447,0.42603,37.339
-0.13793,1.1282,1.8764,-0.73447,0.32793,37.339
-0.14527,1.1309,2.2498,-0.73447,0.22983,37.339
-0.15262,1.1328,2.6232,-0.73447,0.13173,37.339
-0.15996,1.1336,2.9966,-0.73447,0.033627,37.339
-0.16731,1.1334,3.37,-0.73447,-0.064473,37.339
-0.17465,1.1323,3.7434,-0.73447,-0.16257,37.339
-0.18199,1.1302,4.1168,-0.73447,-0.26067,37.339
-0.18934,1.1271,4.4902,-0.73447,-0.35877,37.339
-0.19668,1.123,4.8636,-0.73447,-0.45687,37.339
-0.20403,1.1179,5.237,-0.73447,-0.55497,37.339
-0.21131,1.112,5.6023,-0.7217,-0.63679,34.998
-0.21841,1.1053,5.9251,-0.69825,-0.69012,29.099
-0.22532,1.0982,6.1775,-0.68347,-0.72062,21.153
-0.23215,1.0909,6.3456,-0.68227,-0.73336,12.441
-0.23902,1.0836,6.4273,-0.6927,-0.73283,4.0131
-0.24603,1.0763,6.4296,-0.70847,-0.72291,-3.3103
-0.25318,1.0692,6.3667,-0.72156,-0.70692,-8.9404
-0.26041,1.0622,6.2576,-0.72491,-0.68755,-12.519
-0.2676,1.0554,6.1236,-0.71384,-0.66693,-13.919
-0.2746,1.0489,5.9862,-0.68624,-0.6466,-13.242
-0.28125,1.0425,5.8646,-0.64229,-0.62749,-10.823
-0.28738,1.0363,5.7737,-0.5843,-0.60995,-7.2264
-0.29288,1.0303,5.7214,-0.51637,-0.59374,-3.2469
-0.29768,1.0244,5.7066,-0.44348,-0.57803,0.08973
-0.30175,1.0187,5.7169,-0.36961,-0.5614,1.5269
-0.30508,1.0132,5.7326,-0.29759,-0.54445,1.656
-0.30771,1.0078,5.7505,-0.22831,-0.52754,1.9232
-0.30966,1.0027,5.7711,-0.16107,-0.50893,2.2055
-0.31094,0.99767,5.7943,-0.095714,-0.48754,2.4123
-0.31158,0.99291,5.8189,-0.032414,-0.46297,2.4852
-0.3116,0.98842,5.8435,0.028503,-0.4355,2.3984
-0.31103,0.98421,5.8664,0.086659,-0.40607,2.1583
-0.30989,0.9803,5.8863,0.14169,-0.37629,1.8037
-0.30821,0.97668,5.9023,0.19322,-0.34844,1.4059
-0.30604,0.97331,5.9146,0.24074,-0.32549,1.0683
-0.30342,0.97014,5.9243,0.28347,-0.31105,0.92687
-0.30039,0.96708,5.9351,0.32342,-0.30102,1.3577
-0.29696,0.96413,5.9533,0.36286,-0.28732,2.3288
-0.29314,0.96135,5.9822,0.40096,-0.26861,3.4536
-0.28895,0.95878,6.0219,0.43627,-0.24427,4.4332
-0.28443,0.95648,6.0697,0.46718,-0.21437,5.056
-0.27964,0.95451,6.1214,0.49234,-0.17967,5.1977
-0.27462,0.9529,6.1719,0.51101,-0.14161,4.8215
-0.26945,0.95168,6.2162,0.52327,-0.10233,3.978
-0.26418,0.95085,6.2503,0.53007,-0.064659,2.805
-0.25887,0.95037,6.272,0.53298,-0.032123,1.528
-0.25353,0.95017,6.2816,0.53378,-0.0089348,0.45961
-0.24819,0.95014,6.2832,0.53387,-1.516E-13,5.9619E-14
