Thrust,Torque
0.14225,1.7736E-21
0.14898,3.2774E-05
0.15518,6.0623E-05
0.16084,8.3818E-05
0.16599,0.00010263
0.17063,0.00011733
0.1748,0.0001282
0.1785,0.00013549
0.18176,0.00013949
0.18459,0.00014047
0.18701,0.00013869
0.18904,0.00013444
0.19071,0.00012797
0.19202,0.00011957
0.19299,0.0001095
0.19366,9.8031E-05
0.19403,8.5444E-05
0.19413,7.2005E-05
0.19396,5.7987E-05
0.19356,4.3661E-05
0.19293,2.9298E-05
0.19209,1.5171E-05
0.19105,1.5506E-06
0.18982,-1.1291E-05
0.18843,-2.3083E-05
0.18687,-3.3553E-05
0.18517,-4.243E-05
0.18333,-4.9442E-05
0.18136,-5.4318E-05
0.17929,-5.6785E-05
0.17711,-5.6573E-05
0.17485,-5.3409E-05
0.17252,-4.7022E-05
0.17014,-3.7141E-05
0.16773,-2.3494E-05
0.16529,-5.8085E-06
0.16286,1.6186E-05
0.17928,-0.00011576
0.19024,-0.00020446
0.1963,-0.00025481
0.19804,-0.00027171
0.19607,-0.00026005
0.19101,-0.00022472
0.18353,-0.0001706
0.17429,-0.0001026
0.16398,-2.5598E-05
0.15325,5.5508E-05
0.14279,0.00013583
0.13325,0.00021047
0.12529,0.00027454
0.11956,0.00032315
0.11672,0.00035141
0.11744,0.00035442
0.1224,0.00032729
0.1323,0.00026514
0.14788,0.00016307
0.16989,1.618E-05
0.18008,-0.002053
0.18222,-0.0029646
0.17686,-0.0029175
0.16538,-0.0021107
0.14966,-0.00074314
0.13145,0.00098618
0.11203,0.0028783
0.092223,0.0047343
0.0727,0.0063551
0.054173,0.0075418
0.037421,0.0080954
0.023099,0.0078171
0.011588,0.0065077
0.003255,0.0039683
1.8376E-14,9.6793E-18
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.058778,-0.0013492
0.080844,-0.0024459
0.095156,-0.0033074
0.10779,-0.0039509
0.12055,-0.004394
0.13383,-0.0046539
0.14734,-0.004748
0.16037,-0.0046936
0.17206,-0.0045081
0.18158,-0.0042088
0.18841,-0.0038131
0.19247,-0.0033383
0.1941,-0.0028019
0.19395,-0.002221
0.19273,-0.0016132
0.19111,-0.0009957
0.1896,-0.0003859
0.18851,0.00019887
0.18795,0.00074125
0.18786,0.0012239
0.18803,0.0016294
0.18815,0.0019405
0.18791,0.0021398
0.18703,0.00221
0.18539,0.0021336
0.18309,0.0018934
0.1804,0.001472
0.1778,0.00085209
0.17582,1.6253E-05
0.18131,-0.0002974
0.18544,-0.00053726
0.18844,-0.00070954
0.19051,-0.00082045
0.1918,-0.00087622
0.19243,-0.00088306
0.19254,-0.00084718
0.19222,-0.00077481
0.19157,-0.00067214
0.1907,-0.00054541
0.18968,-0.00040083
0.18859,-0.00024461
0.18749,-8.2971E-05
0.18642,7.7876E-05
0.1854,0.00023171
0.18446,0.00037232
0.18361,0.00049349
0.18288,0.000589
0.18229,0.00065264
0.18191,0.00067818
0.18185,0.00065943
0.18222,0.00059015
0.18321,0.00046413
0.18503,0.00027517
0.18795,1.7031E-05
0.18731,0.00047899
0.18749,0.00079911
0.18806,0.00099247
0.18873,0.0010742
0.18932,0.0010593
0.18973,0.00096293
0.18997,0.00080017
0.19006,0.00058611
0.19006,0.00033582
0.18998,6.441E-05
0.18979,-0.00021304
0.1894,-0.00048144
0.18868,-0.0007257
0.18742,-0.00093073
0.18537,-0.0010814
0.18227,-0.0011627
0.17784,-0.0011596
0.17183,-0.0010568
0.16402,-0.00083931
0.15422,-0.00049208
0.14224,1.2437E-16
