Thrust,Torque
0.14387,-0.00011934
0.15309,-0.00069201
0.17237,-0.0016271
0.20031,-0.0025428
0.23326,-0.0030095
0.2668,-0.0027072
0.29679,-0.0015081
0.31951,0.00049977
0.33114,0.0030381
0.32738,0.0056973
0.30476,0.008018
0.26389,0.0095814
0.21134,0.010095
0.15696,0.0094608
0.10866,0.0078166
0.069824,0.0055298
0.04034,0.0031386
0.018984,0.0012236
0.0051814,0.00019749
2.8126E-09,-1.0699E-13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.018837,-0.00036299
0.061527,-0.0021089
0.11582,-0.0050175
0.17583,-0.0080844
0.23598,-0.010252
0.2873,-0.010829
0.31885,-0.0096644
0.32378,-0.0071216
0.30393,-0.0039215
0.26804,-0.0009071
0.22693,0.0012119
0.18987,0.0020755
0.16293,0.0017945
0.14804,0.00091616
0.14284,0.00017961
0.14225,-1.1821E-13
