y,z,phi,vy,vz,phi_dot
0,1.0157,-3.9837E-05,0,0.00029082,-0.019141
2.9808E-07,1.0158,-0.0010433,5.8321E-05,0.0040327,-0.23937
3.5293E-06,1.0158,-0.006412,0.00050358,0.017588,-0.92909
1.7327E-05,1.0162,-0.02159,0.0024484,0.047578,-2.1994
7.2407E-05,1.0169,-0.051884,0.0082674,0.098722,-3.9068
0.00023154,1.0182,-0.099947,0.021933,0.17265,-5.6755
0.00057646,1.0204,-0.16389,0.048404,0.26749,-6.9922
0.0012905,1.0236,-0.23652,0.091746,0.37812,-7.3316
0.0025443,1.028,-0.30586,0.15384,0.49681,-6.2814
0.0045046,1.0335,-0.35682,0.22955,0.6142,-3.6404
0.007264,1.0402,-0.37356,0.30995,0.72049,0.52612
0.010786,1.0479,-0.3423,0.3804,0.80657,5.8832
0.014936,1.0563,-0.25376,0.43012,0.86512,11.877
0.019473,1.0651,-0.10488,0.45497,0.8915,17.834
0.024136,1.074,0.10057,0.45704,0.88434,23.09
0.028746,1.0827,0.35286,0.44484,0.84567,27.137
0.033209,1.0908,0.63847,0.42809,0.7807,29.743
0.037513,1.0982,0.94325,0.4146,0.69691,31.022
0.041717,1.1047,1.2559,0.4078,0.60259,31.401
0.045875,1.1103,1.5701,0.40539,0.50478,31.433
0.050019,1.1145,1.8845,0.40513,0.37812,31.433
0.054161,1.1178,2.1988,0.40523,0.28002,31.433
0.058304,1.1201,2.5131,0.40523,0.18192,31.433
0.062446,1.1215,2.8275,0.40523,0.083821,31.433
0.066588,1.1218,3.1418,0.40523,-0.014279,31.433
0.070731,1.1212,3.4561,0.40523,-0.11238,31.433
0.074876,1.1196,3.7704,0.40573,-0.21048,31.433
0.07902,1.117,4.0848,0.40576,-0.30858,31.433
0.083157,1.1134,4.3991,0.404,-0.40668,31.433
0.087294,1.1088,4.7134,0.40308,-0.50478,31.433
0.091452,1.1036,5.0276,0.40999,-0.57326,31.374
0.095764,1.0974,5.3389,0.4357,-0.65856,30.704
0.10044,1.0905,5.6368,0.47679,-0.71359,28.59
0.10556,1.0833,5.9044,0.52294,-0.72387,24.617
0.11112,1.0762,6.1237,0.56006,-0.68477,19.017
0.11692,1.0697,6.2819,0.57295,-0.60227,12.568
0.12272,1.0642,6.3757,0.56303,-0.4903,6.302
0.12835,1.06,6.4118,0.5399,-0.36671,1.1839
0.13374,1.0569,6.4053,0.51303,-0.24892,-2.1598
0.13888,1.0549,6.3751,0.49145,-0.15035,-3.5872
0.14384,1.0538,6.3389,0.47861,-0.078245,-3.4371
0.14869,1.0533,6.3093,0.47229,-0.033191,-2.3804
0.15351,1.0531,6.2918,0.47008,-0.010338,-1.1656
0.15831,1.053,6.2847,0.46972,-0.0018749,-0.33631
0.16311,1.053,6.2832,0.46964,-9.6126E-05,-0.029454
0.16791,1.053,6.2832,0.46963,1.4903E-10,-1.2775E-08
