y,z,phi,vy,vz,phi_dot
0,0.9104,-6.4242E-05,0,0.0020115,-0.018829
1.5386E-07,0.91045,-0.00047893,2.9745E-05,0.0081607,-0.068384
1.3881E-06,0.91058,-0.0015012,0.00014405,0.01859,-0.13876
4.5973E-06,0.91083,-0.0032926,0.00042867,0.033403,-0.22072
1.1456E-05,0.91126,-0.0059255,0.00099595,0.052664,-0.30567
2.5626E-05,0.9119,-0.0093896,0.0019674,0.076398,-0.38572
5.2757E-05,0.9128,-0.013599,0.0034792,0.10459,-0.45359
9.9377E-05,0.91401,-0.018399,0.0056522,0.13719,-0.50271
0.00017301,0.91556,-0.023571,0.0085842,0.1741,-0.52714
0.00028218,0.9175,-0.028842,0.012366,0.21519,-0.52163
0.00043528,0.91988,-0.033888,0.017022,0.2603,-0.48156
0.00064056,0.92272,-0.038345,0.022518,0.30921,-0.403
0.0009058,0.92607,-0.041809,0.028755,0.36167,-0.28267
0.0012376,0.92997,-0.04385,0.035578,0.41739,-0.11797
0.0016425,0.93443,-0.044014,0.042725,0.47606,0.093078
0.0021221,0.9395,-0.04183,0.049796,0.53729,0.35174
0.0026726,0.94518,-0.036818,0.056317,0.60069,0.65866
0.0032845,0.95151,-0.028496,0.061747,0.66582,1.0138
0.0039433,0.9585,-0.016384,0.065476,0.73218,1.4164
0.0046298,0.96616,-1.3577E-05,0.066821,0.79925,1.8652
0.0053161,0.97449,0.021067,0.065036,0.86648,2.3581
0.0059616,0.98349,0.047287,0.059259,0.93326,2.8925
0.0065183,0.99315,0.079044,0.048565,0.99896,3.4649
0.006931,1.0035,0.1167,0.032089,1.0629,4.0714
0.0071372,1.0144,0.16057,0.0090285,1.1243,4.7073
0.0070669,1.0259,0.21093,-0.021358,1.1825,5.3673
0.0066429,1.038,0.26798,-0.059752,1.2367,6.0453
0.0057807,1.0507,0.33187,-0.10677,1.286,6.7347
0.0043907,1.0637,0.40268,-0.16297,1.3295,7.4282
0.0023733,1.0772,0.48042,-0.22885,1.3664,8.1178
-0.00037957,1.091,0.565,-0.30464,1.3956,8.7948
-0.0039742,1.1051,0.65625,-0.39049,1.4162,9.4499
-0.0085145,1.1193,0.75389,-0.48641,1.4272,10.073
-0.014103,1.1336,0.85757,-0.5923,1.4275,10.654
-0.020838,1.1478,0.96679,-0.7079,1.416,11.181
-0.028819,1.1619,1.081,-0.83282,1.3915,11.642
-0.03814,1.1756,1.1994,-0.96652,1.3528,12.025
-0.048896,1.1889,1.3212,-1.1084,1.2987,12.316
-0.061004,1.2015,1.4453,-1.2686,1.228,12.501
-0.073875,1.226,1.6964,-1.3331,1.2151,12.566
-0.087255,1.2377,1.8221,-1.3276,1.117,12.566
-0.10096,1.2484,1.9478,-1.3276,1.0189,12.566
-0.11484,1.2581,2.0734,-1.3276,0.92076,12.566
-0.12877,1.2668,2.1991,-1.3276,0.82266,12.566
-0.14267,1.2745,2.3248,-1.3276,0.72456,12.566
-0.1565,1.2813,2.4504,-1.3276,0.62646,12.566
-0.17025,1.2871,2.5761,-1.3276,0.52836,12.566
-0.18392,1.2919,2.7018,-1.3276,0.43026,12.566
-0.19759,1.2957,2.8274,-1.3276,0.33216,12.566
-0.21132,1.2985,2.9531,-1.3276,0.23406,12.566
-0.22505,1.3003,3.0788,-1.3276,0.13596,12.566
-0.23879,1.3012,3.2044,-1.3276,0.037864,12.566
-0.25252,1.3011,3.3301,-1.3276,-0.060236,12.566
-0.26626,1.3,3.4557,-1.3276,-0.15834,12.566
-0.27999,1.2979,3.5814,-1.3276,-0.25644,12.566
-0.29372,1.2949,3.7071,-1.3276,-0.35454,12.566
-0.30746,1.2908,3.8327,-1.3276,-0.45264,12.566
-0.32119,1.2858,3.9584,-1.3276,-0.55074,12.566
-0.33493,1.2798,4.0841,-1.3276,-0.64884,12.566
-0.34866,1.2729,4.2097,-1.3276,-0.74694,12.566
-0.36244,1.2649,4.3354,-1.3276,-0.84504,12.566
-0.37638,1.2559,4.4611,-1.3276,-0.94314,12.566
-0.3901,1.246,4.5867,-1.3174,-1.0412,12.566
