y,z,phi,vy,vz,phi_dot
0,0.98386,-4.8324E-14,0,-1.2308E-12,-3.0758E-11
5.4005E-12,0.98386,-2.2019E-08,1.0801E-09,1.7033E-06,-1.0915E-05
1.8723E-10,0.98386,-6.7499E-07,3.5286E-08,2.69E-05,-0.00016583
1.9115E-09,0.98386,-4.9078E-06,3.0958E-07,0.00013435,-0.00079653
1.1088E-08,0.98386,-1.9793E-05,1.5256E-06,0.00041866,-0.0023866
4.5502E-08,0.98387,-5.7776E-05,5.3573E-06,0.0010073,-0.0055192
1.4753E-07,0.98388,-0.00013744,1.5048E-05,0.0020573,-0.010831
4.0326E-07,0.98391,-0.00028384,3.6099E-05,0.003752,-0.018973
9.6896E-07,0.98396,-0.00052845,7.7042E-05,0.0062978,-0.030577
2.1055E-06,0.98404,-0.00090885,0.00015027,0.0099203,-0.046222
4.2217E-06,0.98416,-0.0014681,0.00027296,0.014861,-0.066418
7.9266E-06,0.98434,-0.0022538,0.00046801,0.021375,-0.091579
1.4092E-05,0.98459,-0.0033172,0.00076511,0.029723,-0.12201
2.3927E-05,0.98494,-0.0047123,0.0012018,0.040176,-0.15791
3.9059E-05,0.98541,-0.0064939,0.0018246,0.053001,-0.19933
6.1631E-05,0.98601,-0.008717,0.00269,0.068469,-0.2462
9.4411E-05,0.98679,-0.011435,0.003866,0.086842,-0.29832
0.0001409,0.98776,-0.0147,0.0054323,0.10838,-0.35535
0.00020548,0.98896,-0.018557,0.0074822,0.13332,-0.41684
0.0002935,0.99044,-0.023049,0.010123,0.16189,-0.48219
0.00041148,0.99221,-0.028212,0.013474,0.19432,-0.5507
0.00056722,0.99434,-0.034071,0.017673,0.23079,-0.62157
0.00076992,0.99684,-0.040648,0.022868,0.27148,-0.6939
0.0010304,0.99978,-0.047951,0.029222,0.31654,-0.76671
0.001361,1.0032,-0.05598,0.036911,0.36608,-0.83893
0.0017762,1.0071,-0.064724,0.04612,0.4202,-0.90947
0.002292,1.0116,-0.07416,0.057042,0.47896,-0.97717
0.0029266,1.0167,-0.084254,0.069877,0.54241,-1.0408
0.0037001,1.0225,-0.09496,0.084824,0.61054,-1.0993
0.0046347,1.0289,-0.10622,0.10208,0.68331,-1.1514
0.0057543,1.0362,-0.11796,0.12185,0.76067,-1.1959
0.007085,1.0442,-0.13011,0.14429,0.84251,-1.2316
0.0086544,1.053,-0.14256,0.16959,0.9287,-1.2576
0.010492,1.0628,-0.15522,0.19787,1.0191,-1.2727
0.012627,1.0734,-0.16798,0.22926,1.1134,-1.276
0.015093,1.085,-0.1807,0.26382,1.2115,-1.2665
0.01792,1.0977,-0.19326,0.3016,1.3131,-1.2436
0.021141,1.1113,-0.20553,0.3426,1.4178,-1.2065
0.024788,1.126,-0.21734,0.38675,1.5254,-1.1545
0.028891,1.1418,-0.22857,0.43395,1.6355,-1.0874
0.033481,1.1587,-0.23904,0.48402,1.7476,-1.0047
0.038585,1.1768,-0.24861,0.53675,1.8615,-0.90618
0.044228,1.196,-0.25711,0.59183,1.9766,-0.79186
0.050431,1.2163,-0.26439,0.64893,2.0925,-0.66176
0.057214,1.2378,-0.27029,0.70762,2.2087,-0.51612
0.064589,1.2605,-0.27466,0.76746,2.3248,-0.35527
0.072566,1.2843,-0.27735,0.82792,2.4402,-0.17971
0.081148,1.3093,-0.27821,0.88846,2.5545,0.0099495
0.090333,1.3354,-0.27711,0.94849,2.6671,0.21295
0.10011,1.3626,-0.27391,1.0074,2.7774,0.42842
0.11047,1.3909,-0.2685,1.0646,2.8851,0.65537
0.12139,1.4203,-0.26077,1.1195,2.9895,0.89268
0.13285,1.4507,-0.25061,1.1714,3.0901,1.1392
0.1448,1.4821,-0.23796,1.2199,3.1865,1.3935
0.15723,1.5144,-0.22272,1.2645,3.2782,1.6544
0.17007,1.5477,-0.20485,1.3046,3.3648,1.9204
0.18329,1.5817,-0.1843,1.3399,3.4457,2.1899
0.19684,1.6165,-0.16105,1.3701,3.5205,2.4615
0.21067,1.6521,-0.13507,1.395,3.589,2.7336
0.22472,1.6883,-0.10638,1.4144,3.6506,3.0047
0.23893,1.7251,-0.074986,1.4283,3.7052,3.2733
0.25325,1.7624,-0.040927,1.4368,3.7523,3.5377
0.26764,1.8001,-0.0042498,1.44,3.7918,3.7966
0.28203,1.8382,0.034982,1.4381,3.8235,4.0485
0.29638,1.8766,0.076693,1.4314,3.8473,4.2921
0.31063,1.9151,0.12079,1.4202,3.8629,4.5262
0.32476,1.9538,0.16718,1.405,3.8704,4.7495
0.33872,1.9925,0.21574,1.3862,3.8697,4.9611
0.35247,2.0311,0.26636,1.3643,3.8609,5.1601
0.36599,2.0697,0.3189,1.3399,3.8442,5.3457
0.37926,2.108,0.37323,1.3135,3.8195,5.5173
0.39225,2.146,0.4292,1.2857,3.7872,5.6746
0.40496,2.1837,0.48667,1.257,3.7475,5.8173
0.41739,2.221,0.5455,1.2279,3.7008,5.9453
0.42952,2.2577,0.60553,1.1991,3.6472,6.0587
0.44137,2.2939,0.66662,1.171,3.5873,6.1578
0.45295,2.3294,0.72864,1.144,3.5214,6.2431
0.46426,2.3643,0.79144,1.1187,3.4501,6.3153
0.47533,2.3984,0.8549,1.0952,3.3738,6.3751
0.48618,2.4318,0.9189,1.074,3.293,6.4235
0.49682,2.4643,0.98334,1.0553,3.2083,6.4616
0.5073,2.4959,1.0481,1.0391,3.1203,6.4905
0.51762,2.5267,1.1131,1.0257,3.0294,6.5116
0.52782,2.5565,1.1783,1.0149,2.9362,6.5262
0.53793,2.5854,1.2436,1.0067,2.8412,6.5355
0.54797,2.6133,1.309,1.0009,2.7448,6.541
