Thrust,Torque
0.14225,-9.4082E-17
0.14225,-7.1424E-08
0.14232,-5.3529E-07
0.1425,-1.6901E-06
0.14284,-3.7423E-06
0.14339,-6.8172E-06
0.14419,-1.0969E-05
0.14527,-1.6192E-05
0.14666,-2.2426E-05
0.14839,-2.9569E-05
0.15049,-3.7482E-05
0.15296,-4.5997E-05
0.15581,-5.4926E-05
0.15906,-6.4063E-05
0.1627,-7.3193E-05
0.16672,-8.2097E-05
0.17113,-9.0554E-05
0.1759,-9.8348E-05
0.18102,-0.00010527
0.18647,-0.00011112
0.19223,-0.00011573
0.19826,-0.00011892
0.20454,-0.00012054
0.21104,-0.00012047
0.21772,-0.0001186
0.22455,-0.00011486
0.23148,-0.00010919
0.23848,-0.00010154
0.24552,-9.1915E-05
0.25253,-8.0328E-05
0.25949,-6.6818E-05
0.26635,-5.1447E-05
0.27307,-3.4301E-05
0.27958,-1.5486E-05
0.28585,4.8707E-06
0.29181,2.6623E-05
0.29743,4.9609E-05
0.30263,7.3648E-05
0.30736,9.855E-05
0.31157,0.00012411
0.31518,0.00015011
0.31813,0.00017634
0.32038,0.00020256
0.32185,0.00022855
0.3225,0.00025407
0.32228,0.0002789
0.32115,0.00030281
0.31908,0.00032558
0.31605,0.000347
0.31205,0.00036687
0.3071,0.000385
0.30122,0.00040122
0.29445,0.00041537
0.28684,0.00042731
0.27845,0.00043692
0.26936,0.00044411
0.25967,0.00044881
0.24945,0.00045096
0.23881,0.00045054
0.22785,0.00044756
0.21665,0.00044203
0.20532,0.00043403
0.19393,0.00042363
0.18257,0.00041094
0.17129,0.0003961
0.16018,0.00037927
0.14927,0.00036064
0.1386,0.00034042
0.12822,0.00031885
0.11814,0.00029617
0.10838,0.00027266
0.098968,0.00024859
0.089899,0.00022425
0.081184,0.00019996
0.072826,0.000176
0.064828,0.00015268
0.057193,0.00013028
0.049927,0.00010909
0.043038,8.9365E-05
0.036537,7.1334E-05
0.030441,5.5196E-05
0.024772,4.1108E-05
0.019558,2.9177E-05
0.014836,1.9449E-05
0.010651,1.1904E-05
0.0070546,6.4409E-06
0.0041115,2.8692E-06
0.0018953,8.9699E-07
0.00049194,1.1821E-07
-9.9928E-09,-2.8114E-16
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00055259,-1.2652E-07
0.0021252,-9.589E-07
0.0046022,-3.0637E-06
0.007883,-6.8691E-06
0.01188,-1.268E-05
0.01652,-2.069E-05
0.021739,-3.0998E-05
0.027483,-4.3615E-05
0.033711,-5.848E-05
0.040387,-7.547E-05
0.047483,-9.4406E-05
0.054979,-0.00011507
0.062858,-0.0001372
0.071109,-0.00016052
0.079722,-0.00018473
0.08869,-0.00020951
0.098005,-0.00023454
0.10766,-0.0002595
0.11764,-0.00028406
0.12793,-0.00030793
0.13852,-0.00033081
0.14937,-0.0003524
0.16046,-0.00037247
0.17173,-0.00039076
0.18315,-0.00040707
0.19464,-0.0004212
0.20615,-0.00043301
0.21759,-0.00044235
0.22887,-0.00044912
0.23991,-0.00045326
0.25061,-0.00045472
0.26087,-0.00045349
0.27059,-0.00044958
0.27968,-0.00044305
0.28805,-0.00043395
0.29563,-0.00042239
0.30234,-0.00040849
0.30813,-0.00039239
0.31296,-0.00037426
0.31681,-0.00035427
0.31966,-0.00033263
0.32152,-0.00030955
0.32241,-0.00028525
0.32236,-0.00025996
0.32142,-0.00023394
0.31962,-0.00020741
0.31703,-0.00018063
0.31372,-0.00015385
0.30973,-0.00012729
0.30514,-0.00010121
0.30002,-7.5827E-05
0.29443,-5.1357E-05
0.28843,-2.8004E-05
0.28209,-5.9565E-06
0.27546,1.4614E-05
0.2686,3.3555E-05
0.26157,5.0736E-05
0.25442,6.6049E-05
0.2472,7.9408E-05
0.23997,9.0754E-05
0.23276,0.00010005
0.22562,0.00010729
0.2186,0.0001125
0.21173,0.00011571
0.20506,0.000117
0.19862,0.00011647
0.19245,0.00011424
0.18657,0.00011045
0.18102,0.00010527
0.17582,9.8881E-05
0.17098,9.1494E-05
0.16653,8.3322E-05
0.16247,7.4591E-05
0.15882,6.5533E-05
0.15558,5.6383E-05
0.15273,4.7371E-05
0.15029,3.8718E-05
0.14822,3.0631E-05
0.14652,2.3294E-05
0.14516,1.6861E-05
0.14411,1.145E-05
0.14334,7.1316E-06
0.14281,3.9232E-06
0.14249,1.7754E-06
0.14232,5.634E-07
0.14225,7.5314E-08
0.14224,-1.3857E-16
