Thrust,Torque
0.14224,-8.2712E-14
0.14379,2.8472E-05
0.15225,0.00016645
0.16934,0.00039766
0.19306,0.00064071
0.21957,0.00080548
0.24453,0.00082781
0.26411,0.00068618
0.27561,0.00040378
0.27772,3.9801E-05
0.27056,-0.00032654
0.25559,-0.0006157
0.23528,-0.00076748
0.21284,-0.00075715
0.1916,-0.00060444
0.17449,-0.00037168
0.16336,-0.00014757
0.15839,-1.2991E-05
0.15762,1.4883E-05
0.16195,3.6564E-05
0.18276,0.00014037
0.21806,0.00031249
0.25669,0.00049339
0.28661,0.0006219
0.29962,0.00065968
0.29328,0.00060034
0.27072,0.00046667
0.23899,0.00030014
0.2067,0.00014622
0.18129,3.9617E-05
0.16684,-6.979E-06
0.16278,-6.5837E-06
0.16457,9.6447E-06
0.16693,1.5122E-05
0.16507,-0.00033691
0.14713,-0.001944
0.11223,-0.004369
0.069179,-0.0064231
0.030298,-0.006984
0.0049892,-0.0054527
-0.0040206,-0.0019175
0.00062659,0.0029074
0.013947,0.0079022
0.029835,0.011852
0.041648,0.013782
0.044678,0.013246
0.038662,0.010505
0.026845,0.0065267
0.013465,0.00274
0.0030889,0.00047049
-9.9265E-12,-1.6604E-13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.013123,-0.0012586
0.058132,-0.0067248
0.12091,-0.014376
0.18589,-0.020071
0.23731,-0.020701
0.26658,-0.015565
0.27936,-0.006389
0.28715,0.0035543
0.2957,0.010807
0.3019,0.013126
0.30012,0.010483
0.29221,0.0052363
0.2811,0.0010344
0.26425,1.4689E-05
0.24272,0.00044404
0.21738,0.002053
0.20662,0.0036951
0.22023,0.0039202
0.24966,0.0022181
0.27799,-0.0007506
0.2911,-0.0035951
0.28152,-0.0049653
0.25051,-0.0043104
0.21024,-0.0022845
0.18046,-0.00045651
0.17275,1.6568E-05
0.17289,7.8579E-05
0.17779,0.00036829
0.18943,0.00082515
0.20713,0.001254
0.22829,0.001461
0.24926,0.0013314
0.2663,0.00085991
0.27635,0.00014471
0.27737,-0.00064542
0.26861,-0.0013187
0.25076,-0.0017132
0.2261,-0.0017438
0.19849,-0.0014323
0.1728,-0.00091126
0.15372,-0.00038914
0.14404,-6.7688E-05
0.14224,1.1775E-14
