y,z,phi,vy,vz,phi_dot
0,0.97547,8.0546E-11,0,-1.7112E-11,-6.6997E-10
-2.3527E-09,0.97548,9.4901E-06,-4.7053E-07,0.00027664,0.0045624
-7.4895E-08,0.97549,0.00024946,-1.4038E-05,0.0037623,0.05735
-7.3105E-07,0.97558,0.0015423,-0.00011719,0.016089,0.22461
-4.0977E-06,0.97586,0.0052408,-0.00055614,0.042671,0.5397
-1.6236E-05,0.97649,0.012766,-0.0018715,0.086815,0.98194
-5.0356E-05,0.97766,0.025078,-0.0049524,0.14893,1.4829
-0.00012971,0.97952,0.042303,-0.010918,0.22652,1.9477
-0.00028835,0.98222,0.063596,-0.02081,0.31479,2.2824
-0.00056838,0.98583,0.087284,-0.035198,0.40749,2.4185
-0.0010139,0.99037,0.11121,-0.0539,0.49802,2.33
-0.0016632,0.99577,0.13321,-0.07596,0.58037,2.04
-0.0025425,1.0019,0.15156,-0.099914,0.65004,1.6148
-0.0036633,1.0087,0.16536,-0.12424,0.70454,1.1467
-0.0050236,1.016,0.17467,-0.14781,0.74373,0.72994
-0.006613,1.0235,0.18037,-0.17008,0.76958,0.43351
-0.0084193,1.0313,0.18382,-0.19117,0.78569,0.2796
-0.010433,1.0392,0.18633,-0.21159,0.79632,0.23699
-0.012651,1.0472,0.18871,-0.2319,0.80514,0.24151
-0.015074,1.0553,0.19118,-0.25271,0.81458,0.25397
-0.017714,1.0636,0.19391,-0.27546,0.83213,0.30289
-0.020604,1.0721,0.19753,-0.30237,0.86906,0.43741
-0.02379,1.081,0.20303,-0.33497,0.93157,0.68179
-0.027333,1.0908,0.21149,-0.37356,1.0176,1.0222
-0.031287,1.1014,0.22365,-0.41722,1.118,1.4139
-0.035694,1.1131,0.23974,-0.46415,1.2199,1.7986
-0.040575,1.1258,0.25942,-0.51211,1.311,2.1233
-0.045931,1.1393,0.28189,-0.55898,1.3826,2.3552
-0.051742,1.1534,0.30619,-0.60339,1.4314,2.4882
-0.057985,1.1678,0.33139,-0.64521,1.4598,2.5413
-0.06464,1.1825,0.35686,-0.68565,1.4741,2.5482
-0.071702,1.1973,0.38231,-0.72669,1.4815,2.5425
-0.079186,1.2121,0.40773,-0.77013,1.4874,2.5435
-0.08712,1.2271,0.43321,-0.8168,1.4937,2.5517
-0.095535,1.242,0.45865,-0.86616,1.4995,2.5039
-0.10444,1.257,0.48138,-0.91486,1.4983,1.8796
-0.1138,1.2719,0.49195,-0.95663,1.4799,-0.011496
-0.12351,1.2865,0.47635,-0.98584,1.4372,-3.3179
