y,z,phi,vy,vz,phi_dot
0,1.2694,-5.3733E-11,0,6.6934E-11,3.7592E-09
-3.3419E-09,1.2694,1.3563E-05,-6.6838E-07,0.00012044,0.0065655
-1.065E-07,1.2695,0.000369,-1.9964E-05,0.0015872,0.08615
-1.0236E-06,1.2695,0.0023675,-0.00016345,0.0065555,0.35392
-5.6092E-06,1.2696,0.0083734,-0.00075369,0.016728,0.89706
-2.1683E-05,1.2698,0.021295,-0.0024611,0.032597,1.7333
-6.5723E-05,1.2703,0.043823,-0.0063469,0.053278,2.8023
-0.00016617,1.2709,0.077703,-0.013743,0.076733,3.9787
-0.00036471,1.2718,0.12321,-0.025966,0.10024,5.0993
-0.00071441,1.2729,0.17894,-0.043975,0.12094,5.9948
-0.0012749,1.2742,0.24187,-0.068122,0.1364,6.5209
-0.0021061,1.2756,0.3078,-0.098122,0.14506,6.584
-0.003263,1.2771,0.37191,-0.13326,0.1465,6.1571
-0.0047929,1.2785,0.42945,-0.17272,0.14153,5.2852
-0.0067363,1.2799,0.47649,-0.21597,0.13209,4.0782
-0.0091305,1.2812,0.51042,-0.26286,0.12089,2.6934
-0.012013,1.2823,0.53036,-0.31355,0.11097,1.3081
-0.015421,1.2834,0.53714,-0.36817,0.1051,0.088064
-0.019394,1.2844,0.53308,-0.42643,0.10524,-0.8449
-0.023964,1.2855,0.52138,-0.48748,0.11209,-1.4392
-0.02915,1.2867,0.50534,-0.54987,0.12488,-1.7253
-0.034959,1.288,0.48757,-0.61193,0.14157,-1.8049
-0.04138,1.2895,0.46949,-0.67218,0.15974,-1.8053
-0.048391,1.2912,0.45136,-0.72996,0.17809,-1.8507
-0.055966,1.2931,0.43093,-0.7852,0.1969,-2.3549
-0.06408,1.2952,0.40161,-0.83746,0.21695,-3.6302
-0.072694,1.2974,0.3568,-0.88533,0.23895,-5.3481
-0.081754,1.3,0.29579,-0.92679,0.26334,-6.7253
-0.091189,1.3027,0.22596,-0.96017,0.29031,-7.0212
-0.10092,1.3058,0.15992,-0.98509,0.31985,-5.9754
-0.11085,1.3091,0.10972,-1.0027,0.35176,-3.9639
-0.12094,1.3128,0.081131,-1.0153,0.38569,-1.8047
-0.13115,1.3168,0.071401,-1.0255,0.42118,-0.29413
-0.14145,1.3212,0.072086,-1.0352,0.45761,0.29367
-0.15185,1.326,0.075525,-1.0452,0.4944,0.36098
-0.16236,1.3311,0.079231,-1.0557,0.53162,0.3946
-0.17297,1.3366,0.084423,-1.0671,0.57222,0.74337
-0.18371,1.3426,0.09726,-1.0801,0.61754,2.0387
-0.19459,1.349,0.13034,-1.0963,0.66227,4.8603
-0.20566,1.3558,0.20003,-1.1178,0.69569,9.3269
-0.21698,1.3628,0.32065,-1.1457,0.70616,14.906
-0.2286,1.3698,0.49833,-1.178,0.68585,20.537
-0.24053,1.3764,0.72758,-1.2089,0.63381,25.043
-0.25273,1.3824,0.99287,-1.2315,0.55618,27.685
-0.2651,1.3875,1.2754,-1.2425,0.46349,28.592
-0.27754,1.3917,1.562,-1.245,0.36579,28.676
-0.28999,1.3948,1.8487,-1.245,0.26769,28.676
-0.30244,1.397,2.1355,-1.245,0.16959,28.676
-0.31489,1.3982,2.4223,-1.245,0.071487,28.676
-0.32734,1.3984,2.709,-1.245,-0.026613,28.676
-0.33979,1.3977,2.9958,-1.245,-0.12471,28.676
-0.35224,1.396,3.2825,-1.245,-0.22281,28.676
-0.36469,1.3932,3.5693,-1.245,-0.32091,28.676
-0.37714,1.3895,3.8561,-1.245,-0.41901,28.676
-0.38959,1.3849,4.1428,-1.245,-0.51711,28.676
-0.40205,1.3792,4.4296,-1.245,-0.61521,28.676
-0.4145,1.3725,4.7163,-1.245,-0.71331,28.676
-0.42694,1.3649,5.0031,-1.2441,-0.81128,28.665
-0.43936,1.3563,5.2892,-1.2404,-0.90755,28.518
-0.45173,1.3468,5.5721,-1.233,-0.99881,27.984
-0.46401,1.3364,5.8467,-1.2234,-1.0811,26.794
-0.47621,1.3252,6.1051,-1.2151,-1.1509,24.739
-0.48835,1.3134,6.3382,-1.2134,-1.2054,21.723
-0.50053,1.3012,6.5365,-1.2237,-1.2433,17.774
-0.51291,1.2886,6.6911,-1.251,-1.2643,13.039
-0.52565,1.2759,6.7954,-1.2975,-1.2697,7.767
-0.53894,1.2633,6.8457,-1.3609,-1.2616,2.2749
-0.55291,1.2507,6.8414,-1.4339,-1.2429,-3.0866
-0.56762,1.2384,6.7856,-1.5065,-1.217,-7.97
-0.58299,1.2264,6.6846,-1.5685,-1.1873,-12.065
-0.5989,1.2147,6.5477,-1.613,-1.1572,-15.13
-0.61515,1.2032,6.386,-1.6367,-1.1294,-17.009
-0.63153,1.1921,6.2116,-1.6389,-1.1061,-17.65
-0.64782,1.1811,6.0369,-1.6205,-1.0889,-17.103
-0.66384,1.1703,5.8731,-1.5835,-1.0783,-15.517
-0.67941,1.1595,5.7293,-1.53,-1.0742,-13.121
-0.69437,1.1488,5.6124,-1.4619,-1.0757,-10.202
-0.70859,1.138,5.526,-1.3817,-1.0816,-7.0729
-0.72196,1.1271,5.4706,-1.292,-1.0901,-4.0376
-0.7344,1.1162,5.444,-1.1958,-1.0996,-1.3579
-0.74586,1.1051,5.4416,-1.0963,-1.1087,0.77948
-0.75632,1.094,5.4575,-0.99644,-1.1162,2.2864
-0.7658,1.0828,5.4853,-0.89879,-1.1216,3.1839
-0.77432,1.0716,5.5195,-0.80515,-1.1252,3.5944
-0.78193,1.0603,5.5562,-0.71673,-1.1275,3.7077
-0.78868,1.049,5.5933,-0.63419,-1.1292,3.7146
-0.79464,1.0377,5.6305,-0.55754,-1.1309,3.7176
-0.79986,1.0264,5.6679,-0.4862,-1.1321,3.7768
-0.80439,1.0151,5.7065,-0.41939,-1.1319,3.9743
-0.80826,1.0038,5.748,-0.35648,-1.1288,4.3608
-0.81153,0.99254,5.7943,-0.29732,-1.1217,4.9249
-0.81423,0.98138,5.8468,-0.24231,-1.1094,5.5921
-0.8164,0.97037,5.9061,-0.19231,-1.0913,6.2423
-0.81811,0.95957,5.9712,-0.14846,-1.0671,6.7372
-0.81941,0.94905,6.0399,-0.11194,-1.0368,6.9494
-0.82039,0.93885,6.1089,-0.083641,-1.001,6.7894
-0.82113,0.92904,6.1743,-0.063952,-0.96051,6.2233
-0.82171,0.91966,6.2321,-0.052605,-0.91649,5.2821
-0.82222,0.91072,6.279,-0.048635,-0.87015,4.0576
-0.82271,0.90226,6.3128,-0.050489,-0.8227,2.688
-0.82324,0.89427,6.3328,-0.056256,-0.77524,1.334
-0.82385,0.88675,6.34,-0.063966,-0.72858,0.14855
-0.82452,0.87969,6.3367,-0.071893,-0.68324,-0.75477
-0.82528,0.87308,6.3261,-0.078749,-0.63934,-1.3275
-0.82609,0.8669,6.3112,-0.083746,-0.59669,-1.5996
-0.82694,0.86114,6.2947,-0.086518,-0.55481,-1.6699
-0.82781,0.8558,6.2781,-0.086967,-0.51323,-1.6625
-0.82867,0.85088,6.2615,-0.085098,-0.47172,-1.6427
-0.8295,0.84637,6.2454,-0.080966,-0.43073,-1.5652
-0.83028,0.84226,6.2307,-0.074733,-0.39082,-1.352
-0.83099,0.83855,6.2189,-0.066728,-0.35198,-0.966
-0.83161,0.83522,6.2118,-0.057456,-0.31361,-0.43365
-0.83213,0.83228,6.2105,-0.047577,-0.27484,0.16442
-0.83256,0.82973,6.215,-0.037843,-0.23499,0.72116
-0.83289,0.82758,6.2244,-0.02901,-0.19401,1.1355
-0.83315,0.82585,6.237,-0.021694,-0.15272,1.3402
-0.83334,0.82452,6.2505,-0.016245,-0.11279,1.3193
-0.83348,0.82358,6.2627,-0.012663,-0.076474,1.1102
-0.8336,0.82297,6.2723,-0.010637,-0.046113,0.792
-0.8337,0.82263,6.2785,-0.0096884,-0.023482,0.46121
-0.83379,0.82247,6.2818,-0.0093417,-0.0091785,0.20104
-0.83389,0.82242,6.283,-0.0092533,-0.0022247,0.053318
-0.83398,0.82241,6.2832,-0.0092409,-0.00016945,0.0043786
-0.83407,0.82241,6.2832,-0.0092404,1.6106E-11,-1.0545E-09
