Thrust,Torque
0.14225,2.3657E-14
0.14291,4.1416E-05
0.14639,0.00025649
0.15294,0.00065617
0.16118,0.0011491
0.16915,0.0016055
0.17501,0.001902
0.17753,0.001951
0.17629,0.0017155
0.17171,0.001212
0.16478,0.00050545
0.15689,-0.00030403
0.14957,-0.0010983
0.14433,-0.0017607
0.14242,-0.0021954
0.14463,-0.0023446
0.15093,-0.0022001
0.16034,-0.001809
0.17106,-0.0012685
0.18087,-0.00070984
0.18766,-0.00026781
0.19022,-3.3611E-05
0.18927,1.1042E-05
0.18783,-0.00030166
0.18736,-0.0014711
0.18751,-0.0026578
0.18761,-0.0028042
0.18761,-0.0015426
0.18802,0.0006384
0.18927,0.0027181
0.19123,0.003709
0.19334,0.0032121
0.19504,0.0017124
0.19597,0.00036429
0.19619,1.5927E-05
0.19835,0.00017406
0.20569,0.001169
0.21064,0.0032964
0.20358,0.0060939
0.18021,0.0085594
0.14358,0.0096261
0.10144,0.0086946
0.061627,0.0060224
0.029298,0.0027715
0.0077223,0.00051482
-1.2093E-09,1.9061E-13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0027082,-7.2564E-05
0.0098067,-0.00048587
0.020408,-0.0013599
0.034453,-0.0026456
0.052467,-0.0041913
0.075194,-0.0057963
0.10293,-0.0072517
0.13449,-0.0083714
0.16615,-0.0090134
0.19203,-0.0090916
0.20682,-0.0085813
0.20925,-0.0075175
0.2025,-0.0059887
0.19156,-0.0041257
0.18065,-0.0020883
0.17227,-4.9602E-05
0.16752,0.0018207
0.16659,0.0033722
0.16912,0.0044884
0.17428,0.0050989
0.18082,0.0051881
0.18726,0.0047989
0.19229,0.0040304
0.19519,0.003029
0.19585,0.0019714
0.19449,0.0010381
0.19135,0.00037672
0.18669,5.4292E-05
0.18116,-3.551E-06
0.17617,2.8925E-05
0.17302,0.00019169
0.17221,0.0004778
0.17361,0.00080004
0.17676,0.0010484
0.18106,0.001129
0.18598,0.00098712
0.1911,0.00061716
0.19613,6.1025E-05
0.20084,-0.00060113
0.205,-0.0012663
0.20833,-0.0018274
0.21052,-0.0021923
0.21138,-0.0023018
0.21091,-0.0021427
0.20936,-0.0017543
0.20723,-0.0012258
0.2051,-0.00068096
0.20348,-0.00024936
0.20266,-2.0114E-05
0.20251,2.3708E-05
0.20227,5.7958E-05
0.20112,0.00022244
0.19953,0.00049483
0.19843,0.00077696
0.19847,0.00096435
0.19967,0.00098737
0.2014,0.00082912
0.20255,0.000525
0.20184,0.00014907
0.19821,-0.00020776
0.19115,-0.00046272
0.18099,-0.00056428
0.16899,-0.00050826
0.15722,-0.00034203
0.14805,-0.00015169
0.14318,-2.7113E-05
0.14225,4.2368E-16
