Thrust,Torque
0.17422,0.00022116
0.37059,0.0011926
0.68505,0.0025983
0.99418,0.0037676
1.1798,0.0042014
1.1798,0.0037826
1.0006,0.0027552
0.70286,0.0015608
0.37827,0.00061709
0.12486,0.00012701
0.0097418,4.0253E-06
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.012711,-4.6011E-05
0.061277,-0.0003874
0.12193,-0.0012073
0.16536,-0.0023917
0.17828,-0.0035545
0.16476,-0.0042148
0.14028,-0.0040328
0.12224,-0.0030117
0.11965,-0.0015716
0.12748,-0.00040283
0.13236,-4.3952E-06
