y,z,phi,vy,vz,phi_dot
0,3.0001,7.5603E-05,0,0.0082592,0.035991
-5.1988E-06,3.0005,0.0018938,-0.00051988,0.10188,0.42605
-6.6898E-05,3.0028,0.011135,-0.00617,0.3909,1.5647
-0.00039314,3.0092,0.03593,-0.032624,0.91898,3.5129
-0.0014446,3.0218,0.083081,-0.10515,1.6349,5.961
-0.0038465,3.0421,0.15515,-0.24019,2.4165,8.4094
-0.0080801,3.0699,0.24972,-0.42336,3.1191,10.402
-0.014152,3.1038,0.36085,-0.60718,3.6278,11.701
-0.021521,3.1416,0.48152,-0.73695,3.8946,12.338
-0.029418,3.181,0.60615,-0.78964,3.9508,12.539
-0.037363,3.2202,0.73174,-0.79446,3.8852,12.566
-0.045307,3.2422,0.93562,-0.79446,-0.25167,12.567
-0.053252,3.2392,1.0613,-0.79446,-0.34977,12.567
-0.061196,3.2352,1.187,-0.79446,-0.44787,12.567
-0.069141,3.2302,1.3126,-0.79446,-0.54597,12.567
-0.077086,3.2243,1.4383,-0.79446,-0.64407,12.567
-0.08503,3.2173,1.564,-0.79446,-0.74217,12.567
-0.092975,3.2094,1.6896,-0.79446,-0.84027,12.567
-0.10092,3.2005,1.8153,-0.79446,-0.93837,12.567
-0.10886,3.1907,1.941,-0.79446,-1.0365,12.567
-0.11681,3.1798,2.0666,-0.79446,-1.1346,12.567
-0.12475,3.168,2.1923,-0.79446,-1.2327,12.567
-0.1327,3.1552,2.318,-0.79446,-1.3308,12.567
-0.14064,3.1414,2.4436,-0.79446,-1.4289,12.567
-0.14859,3.1266,2.5693,-0.79446,-1.527,12.567
-0.15653,3.1108,2.695,-0.79446,-1.6251,12.567
-0.16448,3.0941,2.8206,-0.79446,-1.7232,12.567
-0.17242,3.0764,2.9463,-0.79446,-1.8213,12.567
-0.18037,3.0577,3.072,-0.79446,-1.9194,12.567
-0.18831,3.038,3.1976,-0.79446,-2.0175,12.567
-0.19626,3.0173,3.3233,-0.79446,-2.1156,12.567
-0.2042,2.9957,3.449,-0.79446,-2.2137,12.567
-0.21214,2.973,3.5746,-0.79446,-2.3118,12.567
-0.22009,2.9494,3.7003,-0.79446,-2.4099,12.567
-0.22803,2.9248,3.826,-0.79446,-2.508,12.567
-0.23598,2.8993,3.9516,-0.79446,-2.6061,12.567
-0.24392,2.8727,4.0773,-0.79446,-2.7042,12.567
-0.25187,2.8452,4.203,-0.79446,-2.8023,12.567
-0.25981,2.8167,4.3286,-0.79446,-2.9004,12.567
-0.26776,2.7872,4.4543,-0.79446,-2.9985,12.567
-0.2757,2.7567,4.58,-0.79446,-3.0966,12.567
-0.28365,2.7252,4.7056,-0.79446,-3.1947,12.567
-0.29159,2.6928,4.8313,-0.79446,-3.2928,12.567
-0.29954,2.6594,4.957,-0.79446,-3.3909,12.567
-0.30748,2.625,5.0826,-0.79446,-3.489,12.567
-0.31543,2.5896,5.2083,-0.79446,-3.5871,12.567
-0.32337,2.5532,5.334,-0.79446,-3.6852,12.567
-0.33131,2.5159,5.4596,-0.79446,-3.7833,12.567
-0.3392,2.5008,5.6387,-0.78881,0.057509,12.56
-0.34687,2.5009,5.7639,-0.76628,-0.018991,12.451
-0.35418,2.5005,5.8866,-0.73139,-0.05579,11.994
-0.36115,2.5,6.0017,-0.69737,-0.051872,10.919
-0.36789,2.4996,6.1025,-0.67364,-0.024191,9.1113
-0.3745,2.4995,6.182,-0.66131,0.0047195,6.7309
-0.38107,2.4996,6.2366,-0.65647,0.01939,4.1964
-0.38762,2.4998,6.2672,-0.65503,0.017652,2.0356
-0.39416,2.5,6.2799,-0.65473,0.0081753,0.64799
-0.40071,2.5,6.283,-0.65471,0.0013618,0.083346
-0.40726,2.5,6.2832,-0.65471,3.2553E-06,0.00016448
