Thrust,Torque
0.14225,1.0846E-13
0.14257,-3.3664E-05
0.14482,-0.00020547
0.15074,-0.00051444
0.16149,-0.00087177
0.17751,-0.0011557
0.19839,-0.0012512
0.22298,-0.001076
0.24947,-0.00059513
0.27557,0.00017455
0.29855,0.001168
0.31538,0.002282
0.32301,0.0033894
0.31905,0.0043566
0.30262,0.0050615
0.27496,0.0054111
0.23918,0.0053561
0.1992,0.0049017
0.15856,0.004111
0.11975,0.0031021
0.084157,0.0020341
0.05268,0.0010821
0.026433,0.00039886
0.0075617,6.1286E-05
2.2089E-06,-1.5516E-14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.006524,-5.4751E-05
0.02299,-0.0003592
0.046208,-0.00098326
0.074477,-0.0018669
0.107,-0.0028797
0.14322,-0.003866
0.18218,-0.0046793
0.22195,-0.0052044
0.25941,-0.0053711
0.29074,-0.0051588
0.31243,-0.0045957
0.32245,-0.0037512
0.32082,-0.0027253
0.30927,-0.0016349
0.29044,-0.00059879
0.26713,0.00027711
0.2419,0.00091318
0.21695,0.0012667
0.19413,0.0013385
0.17489,0.0011737
0.16014,0.00085582
0.1502,0.00049281
0.14469,0.00019315
0.14256,3.1167E-05
0.14225,-8.4294E-14
