y,z,phi,vy,vz,phi_dot
0,0.90959,7.5836E-15,0,-2.1687E-16,-5.0758E-14
-5.5162E-07,0.90963,0.0018613,-0.00011032,0.0109,0.52558
-6.276E-06,0.90986,0.012384,-0.0010345,0.038368,1.6188
-3.2474E-05,0.91043,0.034137,-0.004205,0.075469,2.688
-0.00010889,0.91139,0.064668,-0.011078,0.11649,3.3204
-0.00027603,0.91275,0.098286,-0.022351,0.15692,3.2811
-0.00057572,0.91451,0.12785,-0.037588,0.19349,2.5141
-0.0010403,0.9166,0.14653,-0.055321,0.22413,1.1417
-0.0016844,0.91897,0.14964,-0.073514,0.24799,-0.53549
-0.002503,0.92154,0.13638,-0.090192,0.26544,-2.0382
-0.0034742,0.92426,0.11163,-0.10405,0.27806,-2.7089
-0.004573,0.92713,0.086779,-0.11572,0.29908,-2.0753
-0.0057831,0.93029,0.072651,-0.12631,0.33457,-0.67879
-0.0070977,0.93385,0.07371,-0.1366,0.37736,0.87503
-0.0085216,0.93785,0.089187,-0.14819,0.42169,2.1451
-0.010075,0.94227,0.11473,-0.16243,0.4632,2.855
-0.011786,0.94709,0.14403,-0.17977,0.49892,2.8929
-0.013683,0.95223,0.1705,-0.19978,0.5273,2.3115
-0.015789,0.95761,0.1889,-0.22138,0.54817,1.3281
-0.018113,0.96317,0.19698,-0.24343,0.56279,0.32473
-0.020657,0.96885,0.19713,-0.26528,0.57379,-0.15218
-0.023427,0.97469,0.19082,-0.2888,0.59734,-1.4725
-0.026435,0.98084,0.16473,-0.31275,0.63402,-3.7013
-0.029657,0.98736,0.12077,-0.33161,0.66728,-4.7619
-0.033031,0.99414,0.077949,-0.34329,0.68479,-3.3114
-0.036497,1.001,0.065028,-0.34992,0.67835,1.2592
-0.040023,1.0076,0.1132,-0.35527,0.64399,8.8253
-0.043605,1.0138,0.24874,-0.36103,0.58188,18.528
-0.047234,1.0192,0.48566,-0.3649,0.49642,28.776
-0.050873,1.0236,0.8184,-0.36277,0.39614,37.242
-0.054485,1.0271,1.2144,-0.35973,0.29378,40.866
-0.058083,1.0295,1.6231,-0.35973,0.19568,40.866
-0.06168,1.031,2.0318,-0.35973,0.097584,40.866
-0.065277,1.0315,2.4404,-0.35973,-0.00051582,40.866
-0.068874,1.031,2.8491,-0.35973,-0.098616,40.866
-0.072472,1.0295,3.2577,-0.35973,-0.19672,40.866
-0.076069,1.0271,3.6664,-0.35973,-0.29482,40.866
-0.079666,1.0236,4.0751,-0.35973,-0.39292,40.866
-0.083264,1.0192,4.4837,-0.35973,-0.49102,40.866
-0.086861,1.0138,4.8924,-0.35973,-0.58912,40.866
-0.090458,1.0074,5.301,-0.35973,-0.68722,40.866
-0.093985,1.0001,5.6943,-0.34568,-0.76362,36.464
-0.097319,0.99227,6.0114,-0.32098,-0.80185,26.347
-0.10046,0.98419,6.2153,-0.30683,-0.80948,14.412
-0.10351,0.97616,6.3034,-0.30456,-0.7938,3.5774
-0.10657,0.96837,6.2971,-0.30675,-0.76173,-4.2167
-0.10963,0.96095,6.2325,-0.30408,-0.71992,-8.0107
-0.1126,0.95398,6.1503,-0.2909,-0.67467,-7.8243
-0.11539,0.94745,6.0861,-0.26759,-0.63196,-4.6562
-0.11793,0.94131,6.0606,-0.23952,-0.59747,-0.48474
-0.12019,0.93546,6.07,-0.21321,-0.57655,1.7326
-0.12221,0.92975,6.0865,-0.19014,-0.56398,1.5088
-0.124,0.92419,6.0992,-0.16825,-0.54864,0.99688
-0.12557,0.9188,6.1062,-0.14654,-0.52778,0.42008
-0.12693,0.91365,6.1079,-0.12415,-0.50003,-0.058455
-0.12805,0.90882,6.1058,-0.10051,-0.46538,-0.33548
-0.12893,0.90437,6.102,-0.075476,-0.42516,-0.3677
-0.12956,0.90033,6.0992,-0.04947,-0.38208,-0.17178
-0.12992,0.89672,6.0991,-0.023497,-0.3402,0.17568
-0.13003,0.8935,6.1027,0.00098374,-0.30496,0.53811
-0.12992,0.89058,6.1093,0.022364,-0.28314,0.71903
-0.1296,0.88782,6.1176,0.041753,-0.26817,1.04
-0.12908,0.88523,6.1312,0.060762,-0.24747,1.71
-0.12839,0.88289,6.1518,0.078569,-0.22046,2.3925
-0.12752,0.88084,6.1783,0.094075,-0.18749,2.8499
-0.12652,0.87915,6.2076,0.10632,-0.14983,2.9433
-0.12542,0.87786,6.2358,0.1148,-0.10968,2.6324
-0.12424,0.87696,6.2591,0.11972,-0.070141,1.976
-0.12304,0.87644,6.2747,0.12191,-0.035233,1.1312
-0.12181,0.87622,6.2819,0.12253,-0.0098995,0.35429
-0.12059,0.87619,6.2832,0.1226,1.7875E-14,4.5119E-13
