y,z,phi,vy,vz,phi_dot
0,0.99199,-2.8514E-08,0,2.947E-06,-1.4103E-05
2.213E-10,0.99199,-8.6439E-07,4.4047E-08,4.6481E-05,-0.00021139
1.9682E-08,0.99199,-6.2133E-06,1.0221E-06,0.00023178,-0.0010012
4.3343E-08,0.992,-2.4763E-05,2.862E-06,0.00072097,-0.0029561
6.7696E-08,0.99201,-7.1405E-05,6.6746E-06,0.001731,-0.0067324
1.5222E-07,0.99203,-0.00016773,1.69E-05,0.0035273,-0.013003
4.1938E-07,0.99208,-0.00034189,4.1306E-05,0.0064165,-0.022399
1.5201E-06,0.99217,-0.00062797,9.2643E-05,0.01074,-0.035469
3.6326E-06,0.9923,-0.001065,0.00018301,0.016866,-0.052638
6.6552E-06,0.99251,-0.0016953,0.0003294,0.025183,-0.074184
1.1069E-05,0.99281,-0.0025636,0.00055912,0.036092,-0.10022
1.7939E-05,0.99324,-0.0037144,0.00090973,0.05,-0.13067
2.8912E-05,0.99383,-0.0051908,0.0014254,0.06731,-0.16528
4.6218E-05,0.9946,-0.0070324,0.0021609,0.08842,-0.20361
7.2672E-05,0.99561,-0.0092734,0.0031831,0.11371,-0.24505
0.00011167,0.99689,-0.011941,0.0045615,0.14354,-0.28882
0.00016719,0.9985,-0.015054,0.0063716,0.17823,-0.33396
0.0002438,1.0005,-0.018621,0.0087136,0.2181,-0.3794
0.00034655,1.0029,-0.022639,0.011694,0.26339,-0.42395
0.00048148,1.0058,-0.027093,0.015425,0.31432,-0.46631
0.00065803,1.0092,-0.031954,0.020028,0.37106,-0.50511
0.00088673,1.0132,-0.037179,0.025611,0.43372,-0.53894
0.0011787,1.0179,-0.042711,0.032309,0.50238,-0.56637
0.0015456,1.0233,-0.04848,0.04024,0.57703,-0.58596
0.0019997,1.0294,-0.054399,0.049502,0.65762,-0.59629
0.002554,1.0364,-0.06037,0.06017,0.74403,-0.59602
0.003222,1.0443,-0.06628,0.072293,0.8361,-0.58387
0.0040177,1.0532,-0.072004,0.085898,0.93357,-0.55864
0.0049557,1.063,-0.077406,0.10099,1.0362,-0.51929
0.0060515,1.0739,-0.08234,0.11756,1.1435,-0.46488
0.0073208,1.0859,-0.086651,0.13549,1.2552,-0.39465
0.0087748,1.099,-0.090178,0.15458,1.3708,-0.30799
0.010421,1.1133,-0.092755,0.17459,1.4897,-0.20449
0.012272,1.1288,-0.094211,0.19524,1.6114,-0.083937
0.014334,1.1456,-0.094376,0.21623,1.7352,0.053703
0.016611,1.1635,-0.093081,0.2372,1.8606,0.20824
0.019099,1.1828,-0.090156,0.25778,1.9867,0.37929
0.021793,1.2033,-0.085442,0.27754,2.113,0.56626
0.024681,1.225,-0.078781,0.29603,2.2385,0.76835
0.027745,1.248,-0.070028,0.31274,2.3627,0.98456
0.030965,1.2723,-0.059046,0.32715,2.4846,1.2137
0.034316,1.2977,-0.045715,0.33868,2.6036,1.4545
0.037765,1.3243,-0.029923,0.34685,2.7188,1.7053
0.041279,1.3521,-0.01158,0.35128,2.8294,1.9646
0.044816,1.3809,0.0093914,0.35157,2.9348,2.2306
0.048332,1.4108,0.033048,0.34741,3.0342,2.5013
0.051796,1.4416,0.059428,0.3386,3.127,2.775
0.055172,1.4733,0.08855,0.32501,3.2124,3.0495
0.058393,1.5058,0.12041,0.30661,3.2899,3.3228
0.0614,1.5391,0.155,0.28346,3.3589,3.593
0.064138,1.5729,0.19226,0.25572,3.419,3.858
0.066558,1.6074,0.23213,0.22365,3.4697,4.116
0.06862,1.6423,0.27455,0.18757,3.5108,4.3651
0.070286,1.6776,0.3194,0.14791,3.5419,4.6036
0.071528,1.7131,0.36658,0.10521,3.5629,4.8299
0.072323,1.7488,0.41595,0.060082,3.5737,5.0428
0.072653,1.7846,0.46738,0.013226,3.5743,5.2409
0.072509,1.8203,0.52072,-0.034742,3.5648,5.4234
0.071884,1.8558,0.5758,-0.083438,3.5455,5.5895
0.070782,1.8911,0.63245,-0.13185,3.5165,5.7388
0.069209,1.9261,0.69052,-0.17904,3.4782,5.8711
0.067181,1.9607,0.74982,-0.22419,3.4312,5.9864
0.064718,1.9947,0.81019,-0.26662,3.376,6.0852
0.061846,2.0282,0.87147,-0.30574,3.3131,6.1681
0.058598,2.061,0.9335,-0.34112,3.2433,6.2359
0.055013,2.093,0.99614,-0.37243,3.1673,6.2899
0.05114,2.1243,1.0593,-0.39948,3.0859,6.3314
0.047038,2.1547,1.1227,-0.42217,2.9999,6.362
0.042746,2.1843,1.1865,-0.44056,2.9101,6.3833
0.038296,2.2129,1.2504,-0.45482,2.8173,6.3972
0.033715,2.2406,1.3144,-0.46524,2.7222,6.4053
0.029032,2.2673,1.3785,-0.47223,2.6257,6.4094
0.024269,2.2931,1.4426,-0.47633,2.5282,6.411
0.019448,2.3179,1.5067,-0.47819,2.4302,6.4114
0.014588,2.3417,1.5708,-0.47863,2.3321,6.4114
0.0097057,2.366,1.6349,-0.47873,2.3767,6.4114
0.0048136,2.3893,1.699,-0.47879,2.2786,6.4114
-7.6411E-05,2.4116,1.7631,-0.47883,2.1805,6.4114
-0.0049559,2.4329,1.8273,-0.47884,2.0824,6.4114
-0.0098187,2.4532,1.8914,-0.47885,1.9843,6.4114
-0.014661,2.4726,1.9555,-0.47884,1.8862,6.4114
-0.019483,2.4909,2.0196,-0.47882,1.7881,6.4114
-0.024285,2.5083,2.0837,-0.47881,1.69,6.4114
-0.029072,2.5247,2.1478,-0.47879,1.5919,6.4114
-0.03385,2.5402,2.2119,-0.47878,1.4938,6.4114
-0.038628,2.5546,2.2761,-0.47878,1.3957,6.4114
-0.043419,2.5681,2.3402,-0.47878,1.2976,6.4114
-0.048228,2.5805,2.4043,-0.47878,1.1995,6.4114
-0.053039,2.5921,2.4684,-0.47879,1.1014,6.4114
-0.05785,2.6026,2.5325,-0.47879,1.0033,6.4114
-0.062661,2.6121,2.5966,-0.47879,0.90518,6.4114
-0.067472,2.6207,2.6607,-0.47879,0.80708,6.4114
-0.072283,2.6283,2.7249,-0.47879,0.70898,6.4114
-0.077094,2.6349,2.789,-0.47879,0.61088,6.4114
-0.081904,2.6405,2.8531,-0.47879,0.51278,6.4114
-0.086715,2.6451,2.9172,-0.47879,0.41468,6.4114
-0.091526,2.6488,2.9813,-0.47879,0.31658,6.4114
-0.096337,2.6514,3.0454,-0.47879,0.21848,6.4114
-0.10115,2.6531,3.1095,-0.47879,0.12038,6.4114
-0.10596,2.6539,3.1737,-0.47879,0.022283,6.4114
-0.11077,2.6536,3.2378,-0.47879,-0.075817,6.4114
-0.11558,2.6523,3.3019,-0.47879,-0.17392,6.4114
-0.12039,2.6501,3.366,-0.47879,-0.27202,6.4114
-0.1252,2.6469,3.4301,-0.47879,-0.37012,6.4114
-0.13001,2.6427,3.4942,-0.47879,-0.46822,6.4114
-0.13482,2.6375,3.5583,-0.47879,-0.56632,6.4114
-0.13964,2.6314,3.6225,-0.47879,-0.66442,6.4114
-0.14445,2.6242,3.6866,-0.47879,-0.76252,6.4114
-0.14925,2.6161,3.7507,-0.47879,-0.86062,6.4114
-0.15406,2.607,3.8148,-0.47879,-0.95872,6.4114
-0.15886,2.597,3.8789,-0.47879,-1.0568,6.4114
