Thrust,Torque
0.14224,-1.8115E-13
0.14276,-7.2951E-05
0.14646,-0.00041649
0.1561,-0.00095744
0.17325,-0.0014441
0.19775,-0.0016029
0.22781,-0.001239
0.26021,-0.00028743
0.29063,0.0011746
0.31396,0.0029465
0.32493,0.0047458
0.31943,0.0062632
0.29643,0.0072229
0.25893,0.00744
0.21276,0.0068648
0.16402,0.0056072
0.1171,0.0039322
0.074528,0.0022165
0.038175,0.00085933
0.011202,0.00013805
-1.0159E-08,-7.5162E-14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0076874,-0.00010646
0.026843,-0.00067773
0.053766,-0.0017933
0.086845,-0.0032762
0.12546,-0.0048341
0.16874,-0.0061626
0.21434,-0.0070145
0.2578,-0.0072402
0.29322,-0.0068027
0.31541,-0.0057739
0.3221,-0.0043144
0.3145,-0.0026427
0.29611,-0.0009983
0.271,0.00039719
0.24289,0.0013761
0.21491,0.0018533
0.18967,0.0018428
0.16919,0.0014582
0.15464,0.0008913
0.14618,0.00036601
0.14276,6.1353E-05
0.14225,-3.9107E-14
