,Thrust,Torque
0,0.13987553627368257,0.00032661775050958365
1,0.2516264258259153,-0.0005787409493539172
2,0.006632484062045113,-0.0005787403530880213
3,0.2516080495599903,-0.0005787409061875299
4,0.25152391530929724,-0.0005787396092188741
5,0.25158077150463537,-0.0005787398738760131
6,0.25160228216859076,-0.000527012129762398
7,0.251623864776796,0.0005787275392744513
8,0.2516260332184442,0.0005787356457293192
9,0.2516150067086175,0.0005787292150649937
10,0.2516188726873383,0.0005787330047292938
11,0.2516263416781366,0.0005787240908159495
12,0.25162095602685147,0.0005787230513551753
13,0.2516217064016641,0.0005787284515625631
14,0.2516228864059586,0.0005787329798546949
15,0.25162376857157664,0.0005787353372308737
16,0.251623702210897,0.0005787361906401176
17,0.25162364398799886,0.0005787370841566497
18,0.25162361183827686,0.0005787376854940032
19,0.25162465717348526,0.0005787387863220462
20,0.2516264089311894,0.0005787405785885966
21,0.25162644467114376,0.0005787407488243025
22,0.251625861770744,0.0005787402325908897
23,0.2516257813895982,0.000578740225766075
24,0.25162573763080914,0.0005787402419362097
25,0.2516257105860245,0.0005787402795820989
26,0.2516253428534813,0.0005787401542402432
27,0.25162495426916803,0.0005787401324287515
28,0.137029717333043,0.0005787402207930351
29,0.010444204622301223,0.0005787398498647034
30,0.00011459738521914405,0.0005787337574308513
31,3.1440115710062744e-06,0.0005787390867843725
32,4.298645272318819e-06,0.0005787388049712272
33,5.720607474630582e-06,0.0005787385734356311
34,7.61384974625529e-06,0.0005787384046285899
35,8.969046188744979e-05,0.0005787338039979555
36,0.00012925438795770224,0.0005787354951153059
37,0.00035761681319183635,0.000578735053137341
38,0.0005721490858347882,0.0005787346288558128
39,0.0007274810061099371,0.000578733095979858
40,0.0006343358085755442,0.0005787340056854574
41,0.0003166728059595418,0.0005787296945267205
42,0.00019808107975255375,0.0005787299894688604
43,0.00014255354852702514,0.0005787289187475268
44,0.0001074738652712273,0.0005787340000566902
45,8.883989943393023e-05,0.000578727788623572
46,5.517303621777928e-05,0.0005787346222123147
47,4.008240316821658e-05,0.0005787338969264033
48,3.2207523728711405e-05,0.0005787326031956162
49,2.4259519086376292e-05,0.0005787312452989192
50,1.575494833144437e-05,0.0005787312181835713
51,5.669661027485715e-06,0.0005787362835269192
52,4.675091423482939e-06,0.0005787337338659676
53,3.1841595891648087e-06,0.0005787319632254465
54,2.2582038313070552e-06,0.0005787293076078725
55,1.5955365352597912e-06,0.0005787238064422515
56,1.0796441629637885e-06,-0.00019574168014172021
57,1.821086544678948e-05,-0.000578725248663006
58,1.694551043989905e-05,-0.0005787259373092058
59,1.7387817838634253e-05,-0.0005787268092976733
60,1.8182781056995708e-05,-0.0005787276510435025
61,2.041763007182151e-05,-0.0005787285575983935
62,2.6373172803406072e-05,-0.0005787295542857709
63,0.001484076048975682,-0.0005787306104160614
64,0.01962461720808576,-0.0005787318055282654
65,0.025962217145691753,-0.0005787340757276112
66,0.021850727972708383,-0.0005787378016250788
67,0.009092407968752478,-0.0005787324351211299
68,7.25542456598803e-05,-0.0005787306043743839
69,0.009536468307812533,-0.0005787306333462383
70,0.0680271485521553,-0.0005787322114798784
71,0.124810987623172,-0.0005787384623794232
72,0.16924125709923477,-0.0005787387790105884
73,0.20409556461964082,-0.0005787394950556353
74,0.23127494035086518,-0.0005787407780601968
75,0.2516032821227055,-0.0005787407489138982
76,0.2516082985427368,-0.0005787407973178846
77,0.25160227263207424,-0.0005787409168049104
78,0.2515174061468603,-0.0005787408987597784
79,0.2509424539518237,-0.0005787409406042863
80,0.2502724596302651,-0.0005787409422130304
81,0.2500401417468729,-0.0005787409438577848
82,0.2500506545983505,-0.0005787404464997036
83,0.2501618162694742,-0.000578740590704725
84,0.25028363008794074,-0.0005787407247255596
85,0.2503855086818576,-0.0005787407815943593
86,0.25049083235581526,-0.0005787407914673947
87,0.2505732820372808,-0.0005787408442905796
88,0.25063477575147886,-0.0005787408920671181
89,0.2506837348413904,-0.000578740914439706
90,0.2507205744089904,-0.0005787409320995487
91,0.2507548747939914,-0.0005787409424192701
92,0.25073411673876733,-0.0005787406696607333
93,0.25073128394519945,-0.000578740764061305
94,0.25073571369079245,-0.0005787408669333801
95,0.25075257271791845,-0.0005787409283861891
96,0.24667453113964732,-0.0005787409448798591
97,0.23538993801509794,-0.000578740887290448
98,0.22377791481659437,-0.0005787408348198761
99,0.21213811490688567,-0.0005787406470041631
100,0.20013864940611342,-0.0005787406213055223
101,0.18784312884835705,-0.000578722248309227
102,0.17524561291233035,-0.0005787331935469725
103,0.16659986911218647,-0.0005787394854552418
104,0.16362540184478308,-0.0005787408680563516
105,0.1623204937984005,-0.0005787409371768362
106,0.16073278353789777,-0.0005787408014272945
107,0.15887291816450427,-0.0005787400913251011
108,0.15672776091596402,-0.0005787392503535402
109,0.15432707276026278,-0.0005787404347956156
110,0.1517309129475481,-0.0005417025935611368
111,0.14902510082246426,0.000578609439588673
112,0.14619507186150835,0.000578605073841051
113,0.14372540231981187,0.0005786037047403127
114,0.14181681081339215,0.0005786074496667194
115,0.14026247051389662,0.000578615364114128
116,0.13825123877712378,0.0005786256448997127
117,0.13476210171470893,0.0005786396392870229
118,0.129846805054048,0.0005786675983159616
119,0.12443608677832096,0.0005787271285826029
120,0.1194269571215041,0.0005787092123293339
121,0.11535709530615942,0.0005786497818025018
122,0.11277628884342032,0.0005785867748068006
123,0.11227581172328287,0.0005783025004098318
124,0.11453465116711553,-0.00011915807648389838
125,0.11963740031359395,-0.0005781190589205755
126,0.125350700651069,-0.0005781836487303073
127,0.1290767364049533,-0.0004753200480754231
128,0.1299584435230224,0.0005756852578454058
129,0.1289095933799965,-0.0003014816096041119
130,0.12931458714599034,0.00020778703367238017
131,0.1292667936270294,-0.00018573491511163692
132,0.1295972380139264,0.0001663625851159844
133,0.1294968654295208,-0.0001504568933252698
134,0.1297924915100153,0.00013547099335008004
135,0.12971072565835293,-0.00012310983783552632
136,0.12997690302283318,0.00011133050952865476
137,0.12991267961020167,-0.00010174022959224293
138,0.1301531075148781,9.240503436290173e-05
139,0.13010358615800066,-8.492755588859895e-05
140,0.13032110096314276,7.746325449491841e-05
141,0.1302834473038705,-7.160295303982862e-05
142,0.13048052951598824,6.557922003164762e-05
143,0.13045222427274084,-6.096313591415949e-05
144,0.13063106154311935,5.6055685154548295e-05
145,0.13060995516967375,-5.240213068008625e-05
146,0.13077246806551887,4.8365444136697175e-05
147,0.13075676686990478,-4.5460595023792406e-05
148,0.13090463349555853,4.210230634561173e-05
149,0.13089286468128686,-3.9777618106035995e-05
150,0.1310275491673296,3.696737164072724e-05
151,0.13101852002627695,-3.510976385237936e-05
152,0.13114129958363063,3.2729423087511726e-05
153,0.13113405830809058,-3.123458259364792e-05
154,0.13124605260672206,2.919891678802708e-05
155,0.13123985017573964,-2.7991730395815725e-05
156,0.13134204226183857,2.6234161306859844e-05
157,0.13133630226687454,-2.5255808929749765e-05
158,0.13142956054869617,2.3723989600760546e-05
159,0.1314238497192554,-2.292812163044768e-05
160,0.13150894549674666,2.1580657079586217e-05
161,0.1315029493150666,-2.093052497997865e-05
162,0.1315805712559255,1.9734446018544232e-05
163,0.1315740732140501,-1.9200743220779495e-05
164,0.1316448393406608,1.8129621460517347e-05
165,0.13163770330437347,-1.768885367051104e-05
166,0.13170217086452515,1.672139677116109e-05
167,0.13169432606649387,-1.6354646667151928e-05
168,0.13175299970180318,1.547361981543262e-05
169,0.13174442798797342,-1.5165606793648817e-05
170,0.13179776652767783,1.4357010779934787e-05
171,0.13178849148121846,-1.409537230487039e-05
172,0.1318369136500253,1.3347814165265201e-05
173,0.13182699129263026,-1.3122553431804674e-05
174,0.13187088056502255,1.2426761844166657e-05
175,0.13186039138621314,-1.2229820262291037e-05
176,0.13190010017050643,1.1578269210319547e-05
177,0.13188914228201865,-1.140319221191771e-05
178,0.13192499557283072,1.0789805234551084e-05
179,0.13191367882776645,-1.063147742209363e-05
180,0.1319459774274133,1.0051391934849924e-05
181,0.13193441837945571,-9.905823550875028e-06
182,0.13196344175739644,9.35519917880246e-06
183,0.1319517593648605,-9.219349751412708e-06
184,0.13197776819843857,8.695208074431637e-06
185,0.13196608020148937,-8.5668372194573e-06
186,0.13198931862547184,8.066924970105802e-06
187,0.13197773853923184,-7.94446275169423e-06
188,0.1319984361696822,7.467131408814482e-06
189,0.13198707079471136,-7.349562720273089e-06
190,0.13200544429655134,6.893659788050776e-06
191,0.13199439195392343,-6.780420506093521e-06
192,0.13201064651429228,6.345193028611317e-06
193,0.13199999559145562,-6.2360744583817e-06
194,0.13201432606855235,5.821077349124563e-06
195,0.13200415409662036,-5.716138409686294e-06
196,0.13201674590218623,5.321152187744283e-06
197,0.13200711906017099,-5.2206397505384496e-06
198,0.13201814879643442,4.845595922383463e-06
199,0.13200912179715055,-4.749873374200814e-06
200,0.1320187576696351,4.3947881697223e-06
201,0.13201037397764476,-4.304272855746345e-06
202,0.13201877601280954,3.9691900070541854e-06
203,0.13201106834043777,-3.884300117183199e-06
204,0.1320183884428462,3.569243195475043e-06
205,0.13201137946783514,-3.4903545397157767e-06
206,0.13201776135517101,3.1952892089349935e-06
207,0.1320114646028944,-3.1227020732404083e-06
208,0.13201704365900413,2.8475082564195546e-06
209,0.13201146449352164,-2.781424100649294e-06
