Thrust,Torque
0.14236,-5.2149E-06
0.14317,-3.5395E-05
0.14526,-0.0001004
0.14908,-0.00019787
0.15495,-0.00031724
0.16302,-0.00044317
0.17329,-0.00055834
0.18562,-0.00064569
0.19974,-0.00069017
0.21526,-0.00067999
0.23174,-0.00060745
0.24863,-0.00046941
0.26537,-0.00026742
0.28131,-7.4897E-06
0.29574,0.0003003
0.30787,0.00064247
0.31685,0.0010029
0.3218,0.001364
0.32195,0.0017072
0.31671,0.0020147
0.30589,0.0022699
0.28973,0.0024588
0.26897,0.0025708
0.24473,0.0025993
0.2183,0.0025424
0.19099,0.0024036
0.16389,0.0021912
0.13784,0.0019188
0.11336,0.0016044
0.090754,0.0012694
0.070148,0.00093722
0.051615,0.00063172
0.035265,0.00037445
0.021336,0.00018188
0.010272,6.173E-05
0.0028001,8.797E-06
2.4542E-05,1.504E-14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0027246,-8.797E-06
0.010007,-6.173E-05
0.020811,-0.00018188
0.034442,-0.00037445
0.050477,-0.00063172
0.068695,-0.00093722
0.088999,-0.0012694
0.11133,-0.0016044
0.13557,-0.0019188
0.16145,-0.0021912
0.18844,-0.0024036
0.21575,-0.0025424
0.24228,-0.0025993
0.26675,-0.0025708
0.28785,-0.0024588
0.30445,-0.0022699
0.31581,-0.0020147
0.32163,-0.0017072
0.32208,-0.001364
0.31771,-0.0010029
0.30926,-0.00064247
0.29758,-0.0003003
0.2835,7.4898E-06
0.26779,0.00026742
0.25117,0.00046941
0.23427,0.00060745
0.21767,0.00067999
0.20193,0.00069017
0.18751,0.00064569
0.17483,0.00055834
0.16418,0.00044317
0.15575,0.00031724
0.14956,0.00019787
0.1455,0.0001004
0.14325,3.5395E-05
0.14238,5.2149E-06
0.14224,1.6972E-14
