Thrust,Torque
0.14225,1.0027E-18
0.15145,6.8377E-05
0.15893,0.00012492
0.16481,0.00017036
0.1692,0.00020543
0.17222,0.00023088
0.17397,0.00024742
0.17459,0.00025581
0.17418,0.00025677
0.17286,0.00025103
0.17076,0.00023934
0.16799,0.00022243
0.16467,0.00020102
0.16092,0.00017587
0.15685,0.00014769
0.15258,0.00011724
0.14821,8.5233E-05
0.14385,5.2414E-05
0.13962,1.9516E-05
0.13563,-1.2727E-05
0.13197,-4.3579E-05
0.12877,-7.2305E-05
0.12613,-9.8172E-05
0.12417,-0.00012044
0.12301,-0.00013839
0.12276,-0.00015126
0.12355,-0.00015834
0.12551,-0.00015889
0.12877,-0.00015216
0.13345,-0.00013743
0.1397,-0.00011397
0.14767,-8.1029E-05
0.15749,-3.7882E-05
0.16932,1.6208E-05
0.16452,-2.5673E-06
0.16011,-1.9934E-05
0.15609,-3.5929E-05
0.15242,-5.0589E-05
0.14911,-6.3949E-05
0.14614,-7.6047E-05
0.14349,-8.6918E-05
0.14115,-9.6599E-05
0.13912,-0.00010513
0.13738,-0.00011254
0.13591,-0.00011887
0.13471,-0.00012415
0.13376,-0.00012843
0.13306,-0.00013173
0.13258,-0.0001341
0.13233,-0.00013557
0.13228,-0.00013617
0.13243,-0.00013595
0.13277,-0.00013494
0.13328,-0.00013317
0.13395,-0.00013069
0.13478,-0.00012752
0.13574,-0.00012371
0.13684,-0.00011929
0.13805,-0.0001143
0.13938,-0.00010877
0.14081,-0.00010275
0.14233,-9.6255E-05
0.14393,-8.9337E-05
0.14561,-8.2028E-05
0.14736,-7.4365E-05
0.14917,-6.6383E-05
0.15103,-5.812E-05
0.15294,-4.9611E-05
0.15489,-4.0893E-05
0.15687,-3.2003E-05
0.15888,-2.2976E-05
0.16091,-1.3849E-05
0.16295,-4.6575E-06
0.165,4.561E-06
0.16705,1.3771E-05
0.1691,2.2935E-05
0.17113,3.2018E-05
0.17315,4.0983E-05
0.17514,4.9794E-05
0.17709,5.8414E-05
0.17901,6.6808E-05
0.18087,7.4938E-05
0.18267,8.2769E-05
0.18441,9.0264E-05
0.18607,9.7386E-05
0.18765,0.0001041
0.18913,0.00011037
0.19051,0.00011616
0.19177,0.00012143
0.19291,0.00012615
0.19392,0.00013027
0.19478,0.00013377
0.19549,0.00013661
0.19604,0.00013875
0.19642,0.00014015
0.19661,0.00014078
0.19661,0.0001406
0.19641,0.00013958
0.19599,0.00013768
0.19536,0.00013486
0.19449,0.00013109
0.19338,0.00012632
0.19202,0.00012053
0.1904,0.00011368
0.1885,0.00010573
0.18632,9.6644E-05
0.18384,8.6387E-05
0.18104,7.4921E-05
0.17791,6.2212E-05
0.17443,4.8222E-05
0.17059,3.2915E-05
0.16637,1.6255E-05
0.16778,-0.00035741
0.16971,-0.00064971
0.17196,-0.00086604
0.17435,-0.0010118
0.17674,-0.0010924
0.179,-0.0011132
0.18109,-0.0010797
0.183,-0.00099718
0.18476,-0.00087112
0.18642,-0.0007069
0.18804,-0.00050992
0.18967,-0.00028559
0.19134,-3.9311E-05
0.19302,0.00022352
0.19464,0.00049751
0.19607,0.00077724
0.19712,0.0010573
0.19755,0.0013323
0.19709,0.0015969
0.19548,0.0018456
0.19251,0.0020731
0.18804,0.0022738
0.18206,0.0024426
0.17469,0.0025738
0.16617,0.0026622
0.15681,0.0027023
0.14695,0.0026888
0.13689,0.0026162
0.12681,0.0024791
0.11671,0.0022721
0.10627,0.0019898
0.094602,0.0016269
0.079474,0.0011779
0.054934,0.00063738
-1.8156E-14,-2.283E-17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.053508,-0.00044935
0.06993,-0.00084305
0.079055,-0.0011836
0.086181,-0.0014735
0.092952,-0.0017153
0.10002,-0.0019114
