y,z,phi,vy,vz,phi_dot
0,3,-5.9921E-08,0,3.5298E-05,-2.9124E-05
1.6469E-09,3,-1.66E-06,1.6469E-07,0.00055707,-0.00039029
1.4286E-08,3,-1.0804E-05,1.2639E-06,0.0027727,-0.0016279
6.7981E-08,3.0001,-3.8548E-05,5.3694E-06,0.0085889,-0.0041501
2.3351E-07,3.0002,-9.8114E-05,1.6553E-05,0.02049,-0.0079446
6.4786E-07,3.0005,-0.00019975,4.1434E-05,0.041399,-0.012408
1.5389E-06,3.0011,-0.00034436,8.9103E-05,0.074515,-0.016273
3.2342E-06,3.0021,-0.00051685,0.00016953,0.12316,-0.017611
6.1261E-06,3.0036,-0.0006798,0.00028919,0.19062,-0.0139
1.0549E-05,3.0059,-0.00076808,0.00044229,0.27996,-0.0021463
1.6514E-05,3.0093,-0.00068486,0.00059648,0.39391,0.020972
2.3235E-05,3.0139,-0.0002992,0.00067216,0.53472,0.058923
2.8393E-05,3.0201,0.00055451,0.00051578,0.70401,0.11514
2.7083E-05,3.0281,0.0020752,-0.00013098,0.90273,0.19283
1.0453E-05,3.0382,0.0044922,-0.0016631,1.131,0.29481
-3.5949E-05,3.0508,0.0080598,-0.0046402,1.3883,0.4233
-0.00013401,3.0661,0.013052,-0.0098058,1.6729,0.57984
-0.00031491,3.0843,0.019753,-0.018091,1.9827,0.76514
-0.00062087,3.1058,0.02845,-0.030596,2.3143,0.979
-0.0011064,3.1307,0.039424,-0.048552,2.6639,1.2203
-0.0018389,3.1591,0.05294,-0.073252,3.0269,1.4868
-0.0028985,3.1913,0.069235,-0.10596,3.3982,1.7756
-0.0043764,3.2271,0.088514,-0.14779,3.7721,2.0828
-0.0063725,3.2667,0.11094,-0.19961,4.1428,2.4037
-0.0089913,3.3099,0.13662,-0.26188,4.5042,2.7329
-0.012337,3.3567,0.1656,-0.33457,4.8505,3.0649
-0.016508,3.4069,0.1979,-0.41705,5.176,3.3936
-0.021588,3.4602,0.23345,-0.50807,5.4754,3.7131
-0.027645,3.5163,0.27211,-0.60571,5.7439,4.0175
-0.03472,3.5749,0.31373,-0.70747,5.9779,4.3015
-0.042823,3.6357,0.35806,-0.81034,6.1742,4.5604
-0.051934,3.6983,0.40484,-0.91103,6.3311,4.7906
-0.061995,3.7622,0.45377,-1.0061,6.4479,4.9893
-0.072918,3.8271,0.50452,-1.0923,6.5252,5.1552
-0.084586,3.8926,0.55676,-1.1668,6.5647,5.2882
-0.096862,3.9583,0.61018,-1.2276,6.5696,5.3897
-0.1096,4.0239,0.66446,-1.2737,6.544,5.4625
-0.12265,4.0891,0.71934,-1.3052,6.4928,5.5105
-0.13589,4.1537,0.7746,-1.3239,6.4218,5.5386
-0.14922,4.2175,0.83007,-1.3326,6.3367,5.5524
-0.16257,4.2804,0.88562,-1.3352,6.2433,5.5574
-0.17592,4.3423,0.9412,-1.3354,6.146,5.5583
-0.18928,4.3869,1.0321,-1.3354,0.52403,5.5583
-0.20263,4.3916,1.0877,-1.3354,0.42593,5.5583
-0.21598,4.3954,1.1433,-1.3354,0.32783,5.5583
-0.22934,4.3982,1.1988,-1.3354,0.22973,5.5583
-0.24269,4.4,1.2544,-1.3354,0.13163,5.5583
-0.25604,4.4008,1.31,-1.3354,0.033534,5.5583
-0.2694,4.4007,1.3656,-1.3354,-0.064566,5.5583
-0.28275,4.3995,1.4212,-1.3354,-0.16267,5.5583
-0.2961,4.3974,1.4768,-1.3354,-0.26077,5.5583
-0.30946,4.3943,1.5323,-1.3354,-0.35887,5.5583
-0.32281,4.3902,1.5879,-1.3354,-0.45697,5.5583
-0.33617,4.3852,1.6435,-1.3354,-0.55507,5.5583
-0.34952,4.3791,1.6991,-1.3354,-0.65317,5.5583
-0.36287,4.3721,1.7547,-1.3354,-0.75127,5.5583
-0.37623,4.3641,1.8103,-1.3354,-0.84937,5.5583
-0.38958,4.3551,1.8658,-1.3354,-0.94747,5.5583
-0.40293,4.3452,1.9214,-1.3354,-1.0456,5.5583
-0.41629,4.3342,1.977,-1.3354,-1.1437,5.5583
-0.42964,4.3223,2.0326,-1.3354,-1.2418,5.5583
-0.44299,4.3094,2.0882,-1.3354,-1.3399,5.5583
-0.45635,4.2955,2.1438,-1.3354,-1.438,5.5583
-0.4697,4.2806,2.1993,-1.3354,-1.5361,5.5583
-0.48306,4.2648,2.2549,-1.3354,-1.6342,5.5583
-0.49641,4.2479,2.3105,-1.3354,-1.7323,5.5583
-0.50976,4.2301,2.3661,-1.3354,-1.8304,5.5583
-0.52312,4.2113,2.4217,-1.3354,-1.9285,5.5583
-0.53647,4.1916,2.4773,-1.3354,-2.0266,5.5583
-0.54982,4.1708,2.5328,-1.3354,-2.1247,5.5583
-0.56318,4.1491,2.5884,-1.3354,-2.2228,5.5583
-0.57653,4.1263,2.644,-1.3354,-2.3209,5.5583
-0.58988,4.1027,2.6996,-1.3354,-2.419,5.5583
-0.60324,4.078,2.7552,-1.3354,-2.5171,5.5583
